Date,Open,High,Low,Close,Volume
2020-01-02,42.15266799926758,42.17276067520599,42.1301622398615,42.13819869700092,1600
2020-01-03,42.3029899597168,42.34960817298944,42.24993889907203,42.31584952209942,7200
2020-01-06,42.206539154052734,42.28531241518216,42.206539154052734,42.20895223865469,2700
2020-01-07,42.18242263793945,42.21457461087004,42.17197309342797,42.19930196380087,2900
2020-01-08,42.08195114135742,42.30299212840774,42.08195114135742,42.30299212840774,2100
2020-01-09,42.25476837158203,42.29495680972192,42.093208213343786,42.093208213343786,44000
2020-01-10,42.33514404296875,42.40748445603419,42.33112734559598,42.35845621863681,2800
2020-01-13,42.32711410522461,42.35122655790208,42.25477368101053,42.319077643059344,8400
2020-01-14,42.29093551635742,42.375332147133946,42.29093551635742,42.335140647180495,19300
2020-01-15,42.38095474243164,42.48785713171212,42.35442921340065,42.48785713171212,26400
2020-01-16,42.503936767578125,42.52804921448781,42.375331940424914,42.46374833400167,26900
2020-01-17,42.430789947509766,42.48785770302511,42.430789947509766,42.48785770302511,2800
2020-01-21,42.59190368652344,42.68857751909009,42.56612645632542,42.56612645632542,8200
2020-01-22,42.6765022277832,42.75303493044972,42.65716930004167,42.74498031216796,2300
2020-01-23,42.78525161743164,42.80941854090523,42.51134855000063,42.51134855000063,4700
2020-01-24,42.75463485717773,42.84244584798047,42.656353787083866,42.656353787083866,1100
2020-01-27,42.85373306274414,42.93832038073493,42.77720036275349,42.8738742174076,3100
2020-01-28,42.84567642211914,42.906093737039896,42.790895188356295,42.79411580616082,6000
2020-01-29,42.93428421020508,43.04304150985878,42.90608844235193,42.90608844235193,2700
2020-01-30,42.96651077270508,43.051098080103,42.95442731066371,43.051098080103,1800
2020-01-31,43.06319046020508,43.06319046020508,42.973769141231806,43.02774215054954,700
2020-02-03,43.04305267333984,43.07608244897832,42.98021681341429,43.07608244897832,800
2020-02-04,42.8795166015625,42.88515575651995,42.8795166015625,42.88515575651995,1300
2020-02-05,42.88436508178711,42.9552555834117,42.88436508178711,42.9552555834117,400
2020-02-06,42.89884185791016,43.01887747275761,42.79330824169213,42.79330824169213,5700
2020-02-07,43.03498077392578,43.13165460524348,43.03498077392578,43.04706730767149,1600
