Date,Open,High,Low,Close,Volume
2025-01-31,24.016000747680664,25.440000534057617,23.88999938964844,25.030000686645508,26400.0
2025-02-03,24.030000686645508,24.270000457763672,20.520000457763672,20.81999969482422,64600.0
2025-02-04,24.64699935913086,25.40999984741211,23.51000022888184,24.01000022888184,98600.0
2025-02-05,26.06800079345703,26.13999938964844,24.14999961853028,24.14999961853028,88600.0
2025-02-06,25.059999465942383,26.57999992370605,24.040000915527344,26.57999992370605,81400.0
2025-02-07,27.600000381469727,28.63999938964844,25.3799991607666,26.040000915527344,123300.0
2025-02-10,28.020000457763672,28.88999938964844,27.25,28.88999938964844,229000.0
2025-02-11,25.0,27.641000747680664,25.0,27.5,141600.0
2025-02-12,27.38999938964844,28.1200008392334,24.61000061035156,25.030000686645508,471300.0
2025-02-13,35.119998931884766,37.02000045776367,32.566001892089844,33.779998779296875,733800.0
2025-02-14,36.69499969482422,37.52999877929688,32.779998779296875,34.369998931884766,364300.0
2025-02-18,31.170000076293945,36.79999923706055,30.6200008392334,36.70000076293945,514300.0
2025-02-19,29.96999931335449,32.689998626708984,29.347000122070312,31.89999961853028,375300.0
2025-02-20,26.7549991607666,29.81999969482422,24.96999931335449,29.81999969482422,604600.0
2025-02-21,22.459999084472656,28.450000762939453,22.378999710083008,28.450000762939453,539200.0
2025-02-24,20.90999984741211,23.209999084472656,19.315000534057617,23.15999984741211,578100.0
2025-02-25,17.540000915527344,20.020000457763672,16.0,18.89999961853028,873000.0
2025-02-26,20.559999465942383,21.06999969482422,18.11000061035156,18.520000457763672,687600.0
2025-02-27,19.81999969482422,23.100000381469727,19.49300003051757,22.520000457763672,925800.0
2025-02-28,20.770000457763672,21.628999710083008,18.86000061035156,19.5,615100.0
2025-03-03,18.229999542236328,24.780000686645508,17.958999633789062,24.780000686645508,1009800.0
2025-03-04,17.540000915527344,19.138999938964844,14.5,16.770000457763672,1602900.0
2025-03-05,19.049999237060547,19.15999984741211,16.600000381469727,17.850000381469727,686200.0
2025-03-06,16.440000534057617,19.5,16.315000534057617,17.5,926200.0
2025-03-07,16.139999389648438,16.719999313354492,13.595000267028809,15.579999923706056,1269300.0
2025-03-10,9.75,13.760000228881836,9.460000038146973,13.710000038146973,2845200.0
2025-03-11,10.09000015258789,11.18000030517578,9.68000030517578,10.020000457763672,2180500.0
2025-03-12,11.5,11.920000076293944,10.380000114440918,11.579999923706056,1673200.0
2025-03-13,9.81999969482422,11.32800006866455,9.729999542236328,11.220000267028809,1791100.0
2025-03-14,11.550000190734863,11.640000343322754,10.34000015258789,10.539999961853027,1984700.0
2025-03-17,13.1899995803833,13.68299961090088,11.376999855041504,11.630000114440918,2191600.0
2025-03-18,11.960000038146973,12.880000114440918,11.199999809265137,12.31999969482422,1727400.0
2025-03-19,13.579999923706056,14.178999900817873,12.020000457763672,12.390000343322754,1832200.0
2025-03-20,14.109999656677246,14.454999923706056,13.020000457763672,13.149999618530272,1946400.0
2025-03-21,14.539999961853027,14.739999771118164,12.6899995803833,12.979999542236328,1657300.0
2025-03-24,17.1200008392334,17.558000564575195,15.685999870300291,15.920000076293944,1673500.0
2025-03-25,17.020000457763672,18.200000762939453,16.309999465942383,17.350000381469727,2068400.0
2025-03-26,14.59000015258789,16.889999389648438,13.9399995803833,16.889999389648438,3426100.0
2025-03-27,14.100000381469728,15.109999656677246,13.600000381469728,14.109999656677246,3132600.0
2025-03-28,12.720000267028809,13.449999809265137,11.890000343322754,13.18000030517578,2010400.0
2025-03-31,12.550000190734863,12.739999771118164,10.859999656677246,11.40999984741211,1819000.0
2025-04-01,12.880000114440918,13.59000015258789,11.949999809265137,12.68000030517578,1598100.0
2025-04-02,13.15999984741211,13.739999771118164,11.890000343322754,11.989999771118164,2307200.0
2025-04-03,10.449999809265137,11.399999618530272,9.93000030517578,10.229999542236328,3742000.0
2025-04-04,8.380000114440918,9.3100004196167,6.800000190734863,8.920000076293945,6933000.0
2025-04-07,8.859999656677246,9.614999771118164,6.050000190734863,6.269999980926514,6356300.0
2025-04-08,8.15999984741211,10.020000457763672,7.650000095367432,9.645000457763672,3861400.0
2025-04-09,12.06999969482422,12.239999771118164,7.929999828338623,7.929999828338623,6529900.0
2025-04-10,11.079999923706056,11.960000038146973,9.510000228881836,10.890000343322754,3986200.0
2025-04-11,12.770000457763672,12.8100004196167,10.8100004196167,11.079999923706056,2894000.0
2025-04-14,12.989999771118164,13.5600004196167,12.09000015258789,13.5600004196167,2414200.0
2025-04-15,13.0,13.850000381469728,12.76200008392334,12.989999771118164,1584700.0
2025-04-16,10.979999542236328,12.40999984741211,10.649999618530272,11.65999984741211,2020100.0
2025-04-17,11.210000038146973,11.539999961853027,10.670000076293944,11.1899995803833,1091000.0
2025-04-21,10.510000228881836,11.40999984741211,10.149999618530272,11.0,1236400.0
2025-04-22,11.65999984741211,12.34000015258789,11.029999732971191,11.149999618530272,1921700.0
2025-04-23,13.109999656677246,14.508999824523926,12.880999565124512,13.43000030517578,2034900.0
