Date,Open,High,Low,Close,Volume,"('Close', 'MAYAR')","('High', 'MAYAR')","('Low', 'MAYAR')","('Open', 'MAYAR')","('Volume', 'MAYAR')"
2025-10-17,,,,,,0.954800009727478,0.9800999760627747,0.9399999976158142,0.949999988079071,165533.0
