epoch,direction_pred_1d_accuracy,direction_pred_1d_loss,direction_pred_30d_accuracy,direction_pred_30d_loss,direction_pred_7d_accuracy,direction_pred_7d_loss,learning_rate,loss,price_pred_1d_loss,price_pred_1d_mae,price_pred_30d_loss,price_pred_30d_mae,price_pred_7d_loss,price_pred_7d_mae,val_direction_pred_1d_accuracy,val_direction_pred_1d_loss,val_direction_pred_30d_accuracy,val_direction_pred_30d_loss,val_direction_pred_7d_accuracy,val_direction_pred_7d_loss,val_loss,val_price_pred_1d_loss,val_price_pred_1d_mae,val_price_pred_30d_loss,val_price_pred_30d_mae,val_price_pred_7d_loss,val_price_pred_7d_mae
0,0.5385587811470032,0.6940065622329712,0.5309734344482422,0.6903055310249329,0.506953239440918,0.6973032355308533,0.0010000000474974513,5.711980819702148,0.028747543692588806,0.13219517469406128,1.167242407798767,0.4976232647895813,0.0747983381152153,0.2108057588338852,0.47979798913002014,0.6955330967903137,0.28787878155708313,0.7263051867485046,0.39898988604545593,0.7126202583312988,8.296910285949707,0.020080840215086937,0.08891700208187103,3.6584274768829346,0.7126228213310242,0.16092991828918457,0.25760143995285034
1,0.5271807909011841,0.6914323568344116,0.6498103737831116,0.6613733768463135,0.524652361869812,0.6881771683692932,0.0010000000474974513,5.526384353637695,0.015827104449272156,0.09705540537834167,1.111834168434143,0.5254892706871033,0.050130076706409454,0.16644613444805145,0.49494948983192444,0.6946131587028503,0.28787878155708313,0.8042362928390503,0.39898988604545593,0.7369704842567444,8.485119819641113,0.01919744908809662,0.08763057738542557,3.7233352661132812,0.7326074242591858,0.16891834139823914,0.27451157569885254
2,0.5537294745445251,0.6907097101211548,0.6599241495132446,0.6497647762298584,0.5549936890602112,0.6859109997749329,0.0010000000474974513,5.4626970291137695,0.013752320781350136,0.08826319873332977,1.101345419883728,0.5228095650672913,0.049038272351026535,0.16573871672153473,0.49494948983192444,0.6959470510482788,0.28787878155708313,0.8483076095581055,0.39898988604545593,0.7278733253479004,8.548932075500488,0.019330617040395737,0.08924867957830429,3.772610902786255,0.7481452822685242,0.15181982517242432,0.2499246448278427
3,0.5448799133300781,0.6907116770744324,0.6586599349975586,0.6434184908866882,0.5651074647903442,0.6890375018119812,0.0010000000474974513,5.415164947509766,0.012101411819458008,0.08531621843576431,1.0828673839569092,0.5130760073661804,0.05067719519138336,0.16857440769672394,0.49494948983192444,0.697870671749115,0.28787878155708313,0.9310740232467651,0.39898988604545593,0.7274607419967651,8.610087394714355,0.0219486765563488,0.10192032158374786,3.735365390777588,0.747336745262146,0.14876236021518707,0.25154486298561096
4,0.533501923084259,0.6884503364562988,0.6611883640289307,0.6394741535186768,0.5613147616386414,0.6843583583831787,0.0010000000474974513,5.370872974395752,0.010769670829176903,0.08041056990623474,1.0851807594299316,0.516710638999939,0.04747964069247246,0.16207049787044525,0.49494948983192444,0.6965177655220032,0.28787878155708313,0.9522009491920471,0.39898988604545593,0.7411309480667114,8.669732093811035,0.0182675551623106,0.0876164585351944,3.7548673152923584,0.7640602588653564,0.15119734406471252,0.25422775745391846
5,0.5385587811470032,0.6928008198738098,0.6611883640289307,0.6347424983978271,0.5764854550361633,0.6872875094413757,0.0010000000474974513,5.366611480712891,0.010042083449661732,0.07574500888586044,1.0726284980773926,0.5217908024787903,0.045420851558446884,0.15977692604064941,0.49494948983192444,0.697184145450592,0.28787878155708313,0.9838393330574036,0.39898988604545593,0.7327209115028381,8.848907470703125,0.01936545968055725,0.08940315991640091,3.9266295433044434,0.8008806705474854,0.15354600548744202,0.2626056969165802
6,0.5512009859085083,0.6931965351104736,0.6637167930603027,0.6275205016136169,0.5701643228530884,0.6844415068626404,0.0010000000474974513,5.35685396194458,0.010455872863531113,0.0757133737206459,1.0983906984329224,0.5126160383224487,0.04202692210674286,0.15267528593540192,0.49494948983192444,0.6964583396911621,0.28787878155708313,1.0758893489837646,0.39898988604545593,0.7483139038085938,8.870149612426758,0.019026732072234154,0.08847271651029587,3.7947051525115967,0.7965440154075623,0.155719593167305,0.2646222710609436
7,0.5347661375999451,0.6885563731193542,0.6611883640289307,0.6337822079658508,0.5549936890602112,0.6867997646331787,0.0010000000474974513,5.349884510040283,0.008224491961300373,0.06918387860059738,1.1286518573760986,0.5146732330322266,0.043428096920251846,0.1551254391670227,0.49494948983192444,0.6954278349876404,0.28787878155708313,1.0162086486816406,0.44949495792388916,0.7409324645996094,8.736373901367188,0.01870754361152649,0.08682221919298172,3.76477313041687,0.7621560096740723,0.15058279037475586,0.2574359178543091
8,0.5309734344482422,0.6918700337409973,0.6611883640289307,0.6367196440696716,0.5676358938217163,0.6842659115791321,0.0010000000474974513,5.368786334991455,0.008580166846513748,0.06942147761583328,1.099300503730774,0.5102278590202332,0.04100968316197395,0.15045882761478424,0.49494948983192444,0.693774402141571,0.28787878155708313,1.0318946838378906,0.39898988604545593,0.7468234300613403,9.067748069763184,0.01898808218538761,0.0873931422829628,4.018325328826904,0.7978388667106628,0.1484411209821701,0.25081032514572144
9,0.5423514246940613,0.6888977289199829,0.6611883640289307,0.6257776021957397,0.5562579035758972,0.6849506497383118,0.0010000000474974513,5.311573028564453,0.008789313957095146,0.06859851628541946,1.076676845550537,0.5107855200767517,0.040596090257167816,0.1483362466096878,0.49494948983192444,0.695052981376648,0.28787878155708313,1.024335265159607,0.39898988604545593,0.7318219542503357,8.831491470336914,0.019178302958607674,0.08859733492136002,3.851048707962036,0.7762106657028198,0.1530153900384903,0.2577504813671112
