epoch,direction_pred_30d_accuracy,direction_pred_30d_loss,learning_rate,loss,price_pred_30d_loss,price_pred_30d_mae,val_direction_pred_30d_accuracy,val_direction_pred_30d_loss,val_loss,val_price_pred_30d_loss,val_price_pred_30d_mae
0,0.5094696879386902,79153696.0,0.0010000000474974513,9.905937482304717e+16,9.905937482304717e+16,196644576.0,0.6553030014038086,6906447.0,1369569099776.0,1362523193344.0,1170153.375
1,0.4905303120613098,31471104.0,0.0010000000474974513,5073754925301760.0,5073754925301760.0,55219924.0,0.344696968793869,3651423.0,85320716517376.0,85386382540800.0,9236896.0
2,0.5142045617103577,20222916.0,0.0010000000474974513,2467996119334912.0,2467996119334912.0,39140160.0,0.344696968793869,2294337.75,83638959996928.0,83671239360512.0,9145411.0
3,0.5094696879386902,16891744.0,0.0010000000474974513,1558832476061696.0,1558832476061696.0,31134210.0,0.344696968793869,98988.796875,36539702706176.0,36563136282624.0,6044797.5
4,0.5189393758773804,14236732.0,0.0010000000474974513,1388931622895616.0,1388931488677888.0,28837568.0,0.344696968793869,64384.703125,32440542298112.0,32450812051456.0,5695645.5
5,0.49715909361839294,12722917.0,0.0010000000474974513,939421754982400.0,939421754982400.0,23905924.0,0.6553030014038086,396064.28125,18473937797120.0,18482328502272.0,4298128.0
6,0.4943181872367859,10442629.0,0.0010000000474974513,683246752890880.0,683246752890880.0,20353224.0,0.6553030014038086,620104.8125,12792593645568.0,12801355546624.0,3576661.5
7,0.47159090638160706,9289013.0,0.0010000000474974513,454387809910784.0,454387809910784.0,16393261.0,0.6553030014038086,1014450.0,175105638400.0,174141898752.0,418284.5625
8,0.49242424964904785,7323381.0,0.0010000000474974513,302902233006080.0,302902199451648.0,13091044.0,0.6553030014038086,1124510.25,1282658926592.0,1285649334272.0,1132517.125
9,0.4905303120613098,5467095.0,0.0010000000474974513,204001333215232.0,204001333215232.0,10227646.0,0.6553030014038086,465198.875,93091577856.0,92881248256.0,305077.9375
10,0.49337121844291687,4351300.0,0.0010000000474974513,157769550266368.0,157769550266368.0,8680525.0,0.6553030014038086,104494.2578125,87506141184.0,87614316544.0,295783.65625
11,0.5047348737716675,3561290.75,0.0010000000474974513,134121368059904.0,134121351282688.0,7469193.0,0.344696968793869,19548.4921875,135900577792.0,135641202688.0,368632.03125
12,0.48768940567970276,3093378.5,0.0010000000474974513,89643911479296.0,89643894702080.0,5600179.5,0.6553030014038086,86670.96875,11306243072.0,11223426048.0,106289.7421875
13,0.5189393758773804,2140868.75,0.0010000000474974513,83013664768000.0,83013664768000.0,5057249.5,0.6553030014038086,173668.4375,9165665280.0,9164393472.0,95735.1328125
14,0.5104166865348816,1880779.75,0.0010000000474974513,54446541242368.0,54446537048064.0,3882957.25,0.6553030014038086,143489.796875,8893365248.0,8893499392.0,94302.8125
15,0.4640151560306549,1690103.25,0.0010000000474974513,47035805859840.0,47035801665536.0,3346037.5,0.6553030014038086,86948.8046875,6105289728.0,6113007104.0,78134.6796875
16,0.5085227489471436,1327502.25,0.0010000000474974513,42954345414656.0,42954345414656.0,3195517.0,0.6553030014038086,10235.9169921875,224104368.0,224957504.0,14965.64453125
17,0.5047348737716675,1286308.125,0.0010000000474974513,46541062537216.0,46541062537216.0,2972218.25,0.6553030014038086,4147.453125,7860903.5,7850130.5,2802.441162109375
18,0.49810606241226196,931226.8125,0.0010000000474974513,43205554864128.0,43205554864128.0,2737092.75,0.6553030014038086,747.2977905273438,16253303.0,16061301.0,4029.99658203125
19,0.4943181872367859,861967.25,0.0010000000474974513,35342455406592.0,35342455406592.0,2396041.0,0.344696968793869,913.1848754882812,489116.5,487120.78125,697.9388427734375
20,0.5208333134651184,720220.625,0.0010000000474974513,28514889760768.0,28514887663616.0,2190296.5,0.6553030014038086,1592.253662109375,10459216.0,10452050.0,3233.62451171875
21,0.4952651560306549,754689.8125,0.0010000000474974513,26806136602624.0,26806134505472.0,2006229.375,0.344696968793869,1123.3603515625,2696509.25,2693027.0,1641.349365234375
22,0.4857954680919647,799186.6875,0.0010000000474974513,25151888424960.0,25151886327808.0,1868904.75,0.344696968793869,1354.4805908203125,26062.240234375,23095.2734375,152.009033203125
23,0.501893937587738,622774.375,0.0010000000474974513,25014128607232.0,25014126510080.0,1752723.75,0.6553030014038086,1156.8311767578125,2682.210693359375,683.9347534179688,26.16512107849121
24,0.5075757503509521,548578.6875,0.0010000000474974513,21848267948032.0,21848265850880.0,1470694.25,0.344696968793869,731.3053588867188,728298.6875,726256.25,852.4610595703125
25,0.4905303120613098,474040.6875,0.0010000000474974513,14082822373376.0,14082822373376.0,1332733.25,0.344696968793869,515.5789184570312,267312.9375,266034.15625,515.9301147460938
26,0.5075757503509521,373364.25,0.0010000000474974513,16121755336704.0,16121754288128.0,1345484.375,0.6553030014038086,1166.664794921875,137382.59375,135298.40625,367.9216003417969
27,0.49337121844291687,539310.6875,0.0010000000474974513,14207468699648.0,14207468699648.0,1281790.0,0.344696968793869,2474.11962890625,127483.609375,122025.71875,349.40545654296875
28,0.49715909361839294,380254.84375,0.0010000000474974513,16865536507904.0,16865534410752.0,1265464.75,0.6553030014038086,237.4249725341797,869908.0,868208.75,932.4625854492188
29,0.4952651560306549,329848.0625,0.0010000000474974513,13140556251136.0,13140556251136.0,1136254.125,0.6553030014038086,794.4266357421875,818978.25,816661.25,904.2119140625
30,0.5047348737716675,223254.515625,0.0010000000474974513,9227426856960.0,9227425808384.0,916505.9375,0.6553030014038086,207.45750427246094,2483129.0,2481527.75,1575.677734375
