train_loss,val_loss
128095.92764559659,3910.815712822808
3474.1384906190815,1814.451347457038
1159.6709955388849,932.5594782829285
778.4725166089607,435.079059071011
582.3558627041904,668.2093097368876
438.7744307084517,595.0927406946818
304.5808867252234,439.48374836974676
254.58543257279828,441.5481675995721
173.2884538823908,312.1512753566106
146.42047252077046,270.66363384988574
147.5200773296934,197.21264011330075
93.36827457312381,96.40973361333211
77.98968881549257,89.57562655210495
71.82636466170803,57.289398385418785
61.28484908017245,41.4351866112815
47.29093135486949,41.48503101534314
31.121279759840533,50.26106844345728
24.888460101503313,59.28375410371356
37.67185599153692,50.89512505133947
25.28758903344472,15.742196261882782
20.96366379477761,16.658198604981106
16.20770365180391,24.939475807878708
15.317402215618076,22.37476987640063
18.649100675727382,23.041184720065857
13.324167616439588,19.017394714885288
9.7521761005575,23.263197763926453
12.977117509552926,7.1008485274182425
9.276552348425895,5.986673215197192
12.83179786349788,3.50035375646419
15.526905858155454,0.8725149283806483
12.141150720191725,2.133158125811153
7.6558735713814245,2.045032547579871
3.4530635970559986,1.1350926760998037
11.056626581107125,0.6444914073993763
7.0712228141950835,1.1531394686963823
3.2819831870270497,0.37909773406055236
2.022853843867779,0.4717203639447689
2.2975415212638453,0.5043855301207967
2.200893319240122,0.5887129637930129
3.1728692598866695,0.4366842690441344
1.6544582133153172,0.325136282791694
17.167996553986363,0.24770881235599518
5.13426527019703,13.661875031060642
5.414597695975592,7.472362231877115
5.69349678041357,5.037922460585833
2.503042893653566,2.9749715199901
1.4384449888585191,2.335566924470994
3.6502999022151483,1.412466281818019
2.542948702858253,1.969390777250131
1.5641360226454157,1.7209522761404514
1.989162667569789,0.9416032021658288
2.691819829922734,1.3901851442125108
1.6177025299632188,0.6994206888808144
1.6121733351187273,0.8324881229135725
1.0486647653760333,0.5960634350776672
3.978793634158192,0.3812864859484964
1.0622731341105518,0.29153790490494835
