train_loss,val_loss
5886443.122983871,247752.673828125
133566.59576612903,15536.312515258789
56415.51341985887,4621.371490478516
33670.82648689516,1597.594554901123
21631.454227570564,1725.119234085083
15015.199344758064,2599.6154956817627
13407.730516003025,2055.987289428711
12843.79207094254,4150.683738708496
9231.692359185989,4027.5068740844727
5471.725349672379,4743.549003601074
5442.594651745212,2153.8163414001465
5441.824002173639,3471.1962509155273
5468.89912266885,1967.092656135559
3802.980693201865,2572.301502227783
2725.8749074628277,1790.9693145751953
2332.8406352381553,1543.673334121704
1951.3445946478075,2079.765556335449
1395.415722262475,2581.118133544922
1267.4053443170362,2347.313808441162
1447.075659967238,781.6026854515076
674.3983390561996,2214.890230178833
699.417715257214,2586.067409515381
645.8045644452495,1791.8583612442017
593.9446937807145,725.9439249038696
471.1944212759695,1300.2838106155396
396.70831348050024,1901.7975330352783
304.05389933432303,1625.0760650634766
346.06560528662897,1201.7968482971191
213.24182565750615,1157.1174182891846
339.4302202040149,1401.8647727966309
221.6627433530746,1521.3448448181152
138.60394465538764,1604.080644607544
203.3781969008907,1316.6805973052979
99.0846683133033,959.2510957717896
142.31176514779366,646.4328169822693
289.07110032727644,593.3269371986389
152.01805163967995,858.7003631591797
224.3247751112907,440.57669973373413
71.23125571589316,385.7014470100403
65.22600859980429,293.3190929889679
103.28449664577361,214.75507283210754
86.29857265564704,262.2901785373688
86.46161445494621,2.107937663793564
179.37551896033747,2.454947892576456
80.76246241600283,1.6595322340726852
68.234232987127,1.0432113520801067
236.4796643257141,0.16902733175083995
41.81701931261247,0.7956153601408005
40.17086277469512,1.238249782472849
38.47045491395458,1.2565403133630753
30.66563384186837,0.878113467246294
42.21470957033096,0.5658110594376922
59.85867639895408,2.305673561990261
40.8062237347326,8.007424458861351
81.15257542364058,0.4121024003252387
16.541390165205925,0.24759229645133018
13.113876088492331,0.9361296482384205
36.77304249425088,0.8983214907348156
15.883010383575193,0.78135777823627
12.741318717598915,0.9380668550729752
53.71740782068622,5.037232652306557
14.966523078180128,9.326345801353455
