epoch,direction_pred_1d_accuracy,direction_pred_1d_loss,direction_pred_30d_accuracy,direction_pred_30d_loss,direction_pred_7d_accuracy,direction_pred_7d_loss,learning_rate,loss,price_pred_1d_loss,price_pred_1d_mae,price_pred_30d_loss,price_pred_30d_mae,price_pred_7d_loss,price_pred_7d_mae,val_direction_pred_1d_accuracy,val_direction_pred_1d_loss,val_direction_pred_30d_accuracy,val_direction_pred_30d_loss,val_direction_pred_7d_accuracy,val_direction_pred_7d_loss,val_loss,val_price_pred_1d_loss,val_price_pred_1d_mae,val_price_pred_30d_loss,val_price_pred_30d_mae,val_price_pred_7d_loss,val_price_pred_7d_mae
0,0.5085227489471436,0.6945362687110901,0.6392045617103577,0.6584880948066711,0.4848484992980957,0.6965591907501221,0.0010000000474974513,4.618156433105469,0.024309033527970314,0.12194176763296127,0.15331459045410156,0.28274160623550415,0.05423417687416077,0.1823188215494156,0.5773584842681885,0.6865705847740173,0.5811320543289185,0.686625599861145,0.5773584842681885,0.6877655386924744,4.433002948760986,0.003010258311405778,0.040345240384340286,0.0625741258263588,0.20260950922966003,0.021084174513816833,0.10681205987930298
1,0.5255681872367859,0.6915891170501709,0.654356062412262,0.6519003510475159,0.5748106241226196,0.6852407455444336,0.0010000000474974513,4.494872570037842,0.012762784026563168,0.08657664060592651,0.14454780519008636,0.27977219223976135,0.03700126335024834,0.14783456921577454,0.5773584842681885,0.6861918568611145,0.5811320543289185,0.7061983942985535,0.5773584842681885,0.6890076994895935,4.412929534912109,0.005487815942615271,0.057495828717947006,0.06287731230258942,0.18631432950496674,0.018009956926107407,0.09998020529747009
2,0.5397727489471436,0.6913598775863647,0.6486742496490479,0.6551386713981628,0.5946969985961914,0.6777105331420898,0.0010000000474974513,4.454064846038818,0.009640801697969437,0.07469442486763,0.14391033351421356,0.27014830708503723,0.032419294118881226,0.13441202044487,0.5773584842681885,0.6864374876022339,0.5811320543289185,0.7049948573112488,0.5773584842681885,0.6910861730575562,4.402824401855469,0.0031405999325215816,0.042396076023578644,0.0631721094250679,0.19324557483196259,0.019962649792432785,0.10402944684028625
3,0.5416666865348816,0.6915833353996277,0.6486742496490479,0.6577167510986328,0.5975378751754761,0.6764335036277771,0.0010000000474974513,4.430222988128662,0.00662644486874342,0.06296902894973755,0.1381838321685791,0.2685769498348236,0.029931865632534027,0.13199961185455322,0.5773584842681885,0.6864283084869385,0.5811320543289185,0.7005316615104675,0.5773584842681885,0.6918814182281494,4.374536991119385,0.0029483248945325613,0.03847811371088028,0.06149756908416748,0.19182705879211426,0.019613277167081833,0.1057140976190567
4,0.5445075631141663,0.6892416477203369,0.6486742496490479,0.6528993844985962,0.5975378751754761,0.6746758818626404,0.0010000000474974513,4.397159099578857,0.005873038433492184,0.05796923488378525,0.13673202693462372,0.26860183477401733,0.03001740574836731,0.13149555027484894,0.5773584842681885,0.6845100522041321,0.5811320543289185,0.6951962113380432,0.5773584842681885,0.686355710029602,4.347754955291748,0.003276453586295247,0.03953194618225098,0.06146649643778801,0.19358618557453156,0.018450027331709862,0.1039481908082962
5,0.5511363744735718,0.6912175416946411,0.6486742496490479,0.6487350463867188,0.5965909361839294,0.6794921159744263,0.0010000000474974513,4.393454074859619,0.006727862637490034,0.06286527961492538,0.13756726682186127,0.2643609642982483,0.031055312603712082,0.133546382188797,0.5773584842681885,0.6828917264938354,0.5811320543289185,0.7063660025596619,0.5773584842681885,0.6901766657829285,4.350890159606934,0.003206818364560604,0.040284328162670135,0.06102772057056427,0.19838254153728485,0.019420349970459938,0.1073278859257698
6,0.5501893758773804,0.6887083053588867,0.6486742496490479,0.6567521691322327,0.5965909361839294,0.6760823130607605,0.0010000000474974513,4.378742218017578,0.0051855179481208324,0.05348937585949898,0.13445742428302765,0.26750433444976807,0.027405479922890663,0.12468008697032928,0.5773584842681885,0.683441162109375,0.5811320543289185,0.6939495801925659,0.5773584842681885,0.6909061074256897,4.319673538208008,0.002999324118718505,0.03826729953289032,0.06171133741736412,0.1941933035850525,0.01887034997344017,0.10386025160551071
7,0.5492424368858337,0.6887331008911133,0.6486742496490479,0.6533514261245728,0.5965909361839294,0.6773377060890198,0.0010000000474974513,4.365862846374512,0.004764447920024395,0.05109025165438652,0.1367523968219757,0.26604723930358887,0.026796717196702957,0.12451747059822083,0.5773584842681885,0.6840506196022034,0.5811320543289185,0.7024609446525574,0.5773584842681885,0.6920656561851501,4.32681131362915,0.002849332755431533,0.038179002702236176,0.06296797096729279,0.19109101593494415,0.018411163240671158,0.10353133827447891
8,0.5501893758773804,0.6882266402244568,0.6486742496490479,0.6514736413955688,0.5965909361839294,0.675714910030365,0.0010000000474974513,4.347151279449463,0.005203854758292437,0.05399809405207634,0.13418343663215637,0.2636662721633911,0.027586426585912704,0.12411759048700333,0.5773584842681885,0.6823173761367798,0.5811320543289185,0.7064832448959351,0.5773584842681885,0.6931194067001343,4.321368217468262,0.0029170268680900335,0.03795960173010826,0.06258708983659744,0.1908666491508484,0.01847066916525364,0.104710154235363
9,0.5501893758773804,0.6879971027374268,0.6486742496490479,0.6487951874732971,0.5965909361839294,0.6750859022140503,0.0010000000474974513,4.328765392303467,0.004445313476026058,0.04972236976027489,0.13432420790195465,0.2623209059238434,0.025732308626174927,0.12080315500497818,0.5773584842681885,0.682633638381958,0.5811320543289185,0.707698404788971,0.5773584842681885,0.6929101943969727,4.313179969787598,0.0028595933690667152,0.03855353966355324,0.06361708045005798,0.1908641755580902,0.018815068528056145,0.10582536458969116
