train_loss,val_loss,train_reg_loss_epoch,train_clf_loss_epoch,val_reg_loss_epoch,val_clf_loss_epoch
0.3806739568710327,0.3699238995711009,0.04034601058810949,0.6806559026241302,0.045449369276563324,0.6489490667978922
0.3806944936513901,0.37691081563631695,0.0385029717348516,0.6843830406665802,0.058563375379890203,0.63669486840566
0.3713448107242584,0.3759683867295583,0.03394484235905111,0.6747999370098114,0.05629540979862213,0.6393459439277649
0.3767700970172882,0.3698551058769226,0.0356037050485611,0.6823327720165253,0.046693360743423305,0.6463235020637512
0.37786327600479125,0.3825731575489044,0.03462592698633671,0.6864746987819672,0.05896347559367617,0.6472193797429403
0.37201673090457915,0.37622766693433124,0.03536037262529135,0.6733127176761627,0.05034018183747927,0.6517749826113383
0.37393433749675753,0.3852497140566508,0.03199430126696825,0.6838800728321075,0.06471951445564628,0.6410603920618693
0.3729256629943848,0.38310938080151874,0.032904552109539506,0.6800422251224518,0.05867766852801045,0.64886341492335
0.37235366702079775,0.37810973326365155,0.03390643373131752,0.6768944680690765,0.04937972935537497,0.6574600140253702
0.37556902766227723,0.3884401818116506,0.031941600702703,0.6872548580169677,0.05993117205798626,0.6570180257161459
0.3710219621658325,0.3867132067680359,0.03177062384784222,0.6785026788711548,0.053399368189275265,0.6666276653607687
0.3740056037902832,0.3803235987822215,0.033824693970382215,0.6803618133068084,0.055825197137892246,0.6489967902501425
0.3664084911346436,0.38884257276852924,0.031203906517475843,0.6704091787338257,0.06593677215278149,0.6458116173744202
0.3794703304767609,0.3741421202818553,0.03477598447352648,0.6893886864185333,0.04739440636088451,0.6534954110781351
0.37110176086425783,0.3929022053877513,0.03301411997526884,0.6761752903461457,0.05726731102913618,0.6712697943051656
0.3758396446704865,0.39750728011131287,0.03343720957636833,0.6848048806190491,0.06631299030656616,0.6623885830243429
0.3713828891515732,0.3858238160610199,0.03490941096097231,0.6729469537734986,0.05062096038212379,0.6704057256380717
0.3737249732017517,0.38485854864120483,0.03380485270172358,0.6798402428627014,0.055507893984516464,0.6587013006210327
0.37119678854942323,0.39371955394744873,0.031271534389816225,0.6798505067825318,0.060147589848687254,0.6671439409255981
