epoch,direction_pred_7d_accuracy,direction_pred_7d_loss,learning_rate,loss,price_pred_7d_loss,price_pred_7d_mae,val_direction_pred_7d_accuracy,val_direction_pred_7d_loss,val_loss,val_price_pred_7d_loss,val_price_pred_7d_mae
0,0.5303030014038086,6876.80810546875,0.0010000000474974513,665787264.0,665773376.0,12751.6025390625,0.6780303120613098,590.5946655273438,688289.25,650775.625,599.6956787109375
1,0.5056818127632141,2613.9384765625,0.0010000000474974513,21675886.0,21670656.0,3121.2763671875,0.6818181872367859,462.1444091796875,229627.734375,218275.1875,338.4521484375
2,0.5113636255264282,2040.4052734375,0.0010000000474974513,13936309.0,13932229.0,2473.77685546875,0.6553030014038086,178.90142822265625,235781.90625,219465.078125,273.68316650390625
3,0.5274621248245239,1668.82275390625,0.0010000000474974513,11235963.0,11232624.0,2079.899658203125,0.6704545617103577,260.38818359375,63515.69140625,59256.02734375,159.2180633544922
4,0.5198863744735718,1376.822998046875,0.0010000000474974513,7597813.5,7595061.5,1679.84326171875,0.6628788113594055,161.08607482910156,71623.4453125,65672.171875,156.73106384277344
5,0.5151515007019043,1167.5142822265625,0.0010000000474974513,4359986.5,4357652.0,1346.838134765625,0.6401515007019043,149.44093322753906,43346.66796875,41115.68359375,127.94803619384766
6,0.5217803120613098,1122.189697265625,0.0010000000474974513,4688423.0,4686178.5,1250.658935546875,0.6401515007019043,116.95597076416016,35751.75,35260.8515625,99.07708740234375
7,0.49810606241226196,880.8237915039062,0.0010000000474974513,2964430.75,2962668.75,1088.28173828125,0.6742424368858337,123.51165008544922,16008.685546875,14768.9130859375,79.50298309326172
8,0.499053031206131,799.4935913085938,0.0010000000474974513,2200972.75,2199374.0,913.754638671875,0.6742424368858337,123.50059509277344,15971.236328125,14936.375,84.87905883789062
9,0.5075757503509521,752.3271484375,0.0010000000474974513,2478380.0,2476876.0,836.3831176757812,0.6742424368858337,108.11576080322266,22235.21875,21568.029296875,109.95264434814453
10,0.501893937587738,698.0341796875,0.0010000000474974513,1439857.75,1438461.875,734.2406616210938,0.6704545617103577,101.71884155273438,11113.37890625,11157.509765625,75.08110809326172
11,0.4895833432674408,557.7574462890625,0.0010000000474974513,1244670.25,1243554.625,660.108154296875,0.6780303120613098,102.51025390625,10677.01171875,10581.759765625,74.52084350585938
12,0.5094696879386902,507.5938720703125,0.0010000000474974513,1077855.625,1076840.375,600.6175537109375,0.6704545617103577,76.61287689208984,6222.25244140625,6110.63232421875,54.55354309082031
13,0.48200756311416626,446.484619140625,0.0010000000474974513,831833.5625,830940.625,510.5884704589844,0.6590909361839294,49.352294921875,2503.119873046875,2386.28271484375,31.45435333251953
14,0.4839015007019043,403.09857177734375,0.0010000000474974513,802745.5,801939.375,477.968994140625,0.6515151262283325,35.94626235961914,1631.8170166015625,1537.3311767578125,23.475147247314453
15,0.5160984992980957,310.4233703613281,0.0010000000474974513,850051.8125,849430.875,467.46044921875,0.6363636255264282,22.076030731201172,362.0010986328125,299.8597106933594,7.862554550170898
16,0.4952651560306549,307.7436828613281,0.0010000000474974513,641404.125,640788.75,386.9472961425781,0.6553030014038086,12.671344757080078,72.10435485839844,41.16444396972656,2.292262554168701
17,0.5123106241226196,243.98704528808594,0.0010000000474974513,421168.71875,420680.84375,350.0155944824219,0.6553030014038086,9.244894027709961,31.63819122314453,11.355154991149902,1.6561541557312012
18,0.5028409361839294,200.72398376464844,0.0010000000474974513,380733.125,380331.625,331.3542175292969,0.6590909361839294,6.781373023986816,33.42368698120117,17.444358825683594,2.064455986022949
19,0.5066288113594055,173.41200256347656,0.0010000000474974513,333743.8125,333396.90625,293.79681396484375,0.6363636255264282,3.572503089904785,29.832477569580078,20.32721710205078,1.9787102937698364
20,0.47537878155708313,173.5404510498047,0.0010000000474974513,400817.875,400470.78125,275.3949890136719,0.6022727489471436,1.0695387125015259,11.652816772460938,8.72426986694336,1.3004449605941772
21,0.5056818127632141,131.57315063476562,0.0010000000474974513,302166.0,301902.78125,257.2930603027344,0.5378788113594055,0.7989732027053833,5.937273979187012,4.022493839263916,1.003229022026062
22,0.4630681872367859,125.05779266357422,0.0010000000474974513,271953.53125,271703.46875,228.41236877441406,0.31439393758773804,0.7841746807098389,4.988058567047119,3.277399778366089,0.9826908707618713
23,0.5009469985961914,101.53672790527344,0.0010000000474974513,185288.640625,185085.53125,210.92689514160156,0.34090909361839294,0.7590090036392212,5.001914024353027,3.280308961868286,0.9259932637214661
24,0.5066288113594055,96.08210754394531,0.0010000000474974513,195941.25,195749.078125,197.12257385253906,0.4280303120613098,0.721356213092804,3.994537353515625,2.3953988552093506,0.7608852982521057
25,0.5094696879386902,61.282196044921875,0.0010000000474974513,164763.8125,164641.25,164.60491943359375,0.31439393758773804,0.7313974499702454,1.9859681129455566,0.4918515980243683,0.3243822753429413
26,0.49242424964904785,54.99898910522461,0.0010000000474974513,128238.375,128128.3671875,143.93177795410156,0.3181818127632141,0.7377966642379761,1.7984150648117065,0.3043905794620514,0.24733754992485046
27,0.5246211886405945,55.348697662353516,0.0010000000474974513,195260.65625,195149.953125,149.98098754882812,0.3181818127632141,0.7438799738883972,1.7906270027160645,0.2890658378601074,0.24553945660591125
28,0.5085227489471436,48.61155319213867,0.0010000000474974513,106704.5234375,106607.296875,122.59265899658203,0.3333333432674408,0.7251312732696533,1.5046741962432861,0.057859256863594055,0.07812675833702087
29,0.4857954680919647,56.33106231689453,0.0010000000474974513,178503.875,178391.203125,121.75592803955078,0.3181818127632141,0.7270952463150024,1.4831345081329346,0.03389662504196167,0.04457516223192215
