epoch,direction_pred_1d_accuracy,direction_pred_1d_loss,learning_rate,loss,price_pred_1d_loss,price_pred_1d_mae,val_direction_pred_1d_accuracy,val_direction_pred_1d_loss,val_loss,val_price_pred_1d_loss,val_price_pred_1d_mae
0,0.519913911819458,0.6976546049118042,9.999999747378752e-05,1.5200295448303223,0.12192220985889435,0.26891833543777466,0.5107296109199524,0.6983364224433899,1.4095162153244019,0.017614305019378662,0.1328694373369217
1,0.5188374519348145,0.6911278963088989,9.999999747378752e-05,1.422542929649353,0.028050703927874565,0.13261939585208893,0.5107296109199524,0.6972864866256714,1.3910295963287354,0.0015301196835935116,0.03291311860084534
2,0.5156081914901733,0.699306070804596,9.999999747378752e-05,1.413841962814331,0.023704668506979942,0.1241830438375473,0.5107296109199524,0.6962094306945801,1.3902006149291992,0.00201651593670249,0.04079858586192131
3,0.4790096879005432,0.6987075805664062,9.999999747378752e-05,1.4222972393035889,0.024081017822027206,0.12138990312814713,0.5064377784729004,0.6935797333717346,1.3876590728759766,0.0010110713774338365,0.026811769232153893
4,0.5317545533180237,0.6927973031997681,9.999999747378752e-05,1.406222939491272,0.020879298448562622,0.11069338023662567,0.5021459460258484,0.6935561299324036,1.387108325958252,0.0005474715726450086,0.017945723608136177
5,0.5242195725440979,0.6911489963531494,9.999999747378752e-05,1.4021145105361938,0.015798626467585564,0.09920281916856766,0.5107296109199524,0.6943325400352478,1.387202262878418,0.001093896571546793,0.03109924867749214
6,0.5220667123794556,0.6950839757919312,9.999999747378752e-05,1.4011718034744263,0.015424994751811028,0.09842856973409653,0.5107296109199524,0.6947240829467773,1.3867064714431763,0.0004588959563989192,0.017812250182032585
7,0.47793325781822205,0.6985860466957092,9.999999747378752e-05,1.4055346250534058,0.014592429623007774,0.09638568758964539,0.4892703890800476,0.6931798458099365,1.389376163482666,0.0012354535283520818,0.03226422891020775
8,0.5091496109962463,0.6933247447013855,9.999999747378752e-05,1.3981257677078247,0.012970843352377415,0.09179646521806717,0.4892703890800476,0.6929416656494141,1.3883109092712402,0.0010228476021438837,0.029595037922263145
9,0.5113024711608887,0.6963176727294922,9.999999747378752e-05,1.401556134223938,0.010731642134487629,0.0827135294675827,0.540772557258606,0.6930760145187378,1.3865609169006348,0.0006095157586969435,0.023384863510727882
10,0.4973089396953583,0.6889345049858093,9.999999747378752e-05,1.4002655744552612,0.010399671271443367,0.08152575045824051,0.5107296109199524,0.6942060589790344,1.386896014213562,0.0009515645215287805,0.030485263094305992
11,0.5242195725440979,0.6890808343887329,9.999999747378752e-05,1.3938283920288086,0.010745564475655556,0.0799768716096878,0.5107296109199524,0.6948514580726624,1.3866558074951172,0.00023962259001564234,0.01453191414475441
12,0.5349838733673096,0.6938091516494751,9.999999747378752e-05,1.3941030502319336,0.009260297752916813,0.07719292491674423,0.5107296109199524,0.6938890218734741,1.385878562927246,0.00032083780388347805,0.01682327874004841
13,0.5145317316055298,0.6958895921707153,9.999999747378752e-05,1.3938515186309814,0.008111245930194855,0.07231733947992325,0.4892703890800476,0.6927692294120789,1.3888227939605713,0.002418205374851823,0.049168456345796585
