train_loss,val_loss,train_reg_loss_epoch,train_clf_loss_epoch,val_reg_loss_epoch,val_clf_loss_epoch
0.35085429634366716,0.34080129199557835,0.0149400717046644,0.6718284538814,0.007092866425712903,0.6674168507258097
0.3320746319634574,0.34570821457439,0.010040368139743804,0.6440685255186899,0.006873215729784634,0.677669988738166
0.3272500046661922,0.344471855296029,0.008579098765871354,0.6373418143817356,0.006875244124482076,0.6751932236883376
0.3263285687991551,0.35596544875038993,0.008211292645760945,0.6362345576286316,0.00945598355287479,0.6930189265145196
0.3201444481100355,0.3534836835331387,0.007985612736748797,0.6243176715714591,0.007024530398969849,0.6929183138741387
0.3164601717676435,0.35645357105467057,0.00750729614602668,0.6179057478904724,0.0068413254080547225,0.699224485291375
0.3129884017365319,0.37023134695159066,0.007653563842177391,0.6106696733406611,0.00686872168444097,0.72672524717119
0.31201032740729195,0.35337304406695896,0.0072084180611584866,0.609603818825313,0.007868415210396051,0.6910092631975809
0.3085177391767502,0.3577257063653734,0.00699857927060553,0.603038318668093,0.006848934934371048,0.7017535501056247
0.30604577021939416,0.37957890497313607,0.00741405315431101,0.5972634392125266,0.006965138962388867,0.7452275355656942
0.30513895409447805,0.37280766169230145,0.007106713850849441,0.5960644807134355,0.007506717500897746,0.7306018869082133
0.30398037263325284,0.362117866675059,0.006857650620596749,0.594245445728302,0.006926652173408204,0.71038242843416
0.2989426267998559,0.3657148844665951,0.006908577135098832,0.5840681033475058,0.0072994161681789495,0.71683093574312
0.29717873632907865,0.3378666473759545,0.00727206114679575,0.5798133509499687,0.006735978014249768,0.6622613337304857
0.29936573207378386,0.3715374800893996,0.007072163719151701,0.5845871380397252,0.010266999300155375,0.7225409613715278
0.2982542267867497,0.3442782229847378,0.00705000368346061,0.5824084460735321,0.007175502237967319,0.6742054422696432
0.29368678969996315,0.36550334427091813,0.0068296835292130705,0.5737142171178545,0.007523359873125123,0.7159599728054471
0.29368174161229815,0.3986518780390422,0.0068122298456728455,0.5737390186105455,0.008957188757550385,0.7793893780973222
0.2933052616459983,0.3722277813487583,0.007403055086199727,0.5718044127736773,0.0075191598540792865,0.7294172379705641
0.2908614788736616,0.43744903802871704,0.006328745625380959,0.5690654678004129,0.013683207436568208,0.8475316696696811
0.2953014825071607,0.39719801478915745,0.007039007185293096,0.5765249473708016,0.007109243248123676,0.7801775402492948
0.2890349826642445,0.39576023320357007,0.006574403122067451,0.5649211594036647,0.009045101107201643,0.7734302779038748
0.284322008064815,0.40580672191249,0.006165428605995008,0.5563131604875837,0.0076870478224009275,0.796239349577162
0.2843783553157534,0.4287287824683719,0.00623706415561693,0.5562825790473394,0.00756670197006315,0.8423241641786363
0.28201473738465993,0.4227679752641254,0.006240726016195757,0.5515480177743094,0.00992328342464235,0.8256893820232816
0.2786346950701305,0.5137741102112664,0.006114230364827173,0.5450409310204642,0.015211312721172968,0.9971255875296063
0.2835017970630101,0.4790791869163513,0.006368606271488326,0.5542663821152278,0.0070049094243182074,0.9441485504309336
0.2749795241015298,0.4645679046710332,0.005743931579802718,0.5384711844580514,0.010698134273601076,0.9077395564979978
0.27398839592933655,0.513780900173717,0.0057046692785141725,0.5365674521241869,0.012962833383224077,1.0016361309422388
