epoch,direction_pred_1d_accuracy,direction_pred_1d_loss,direction_pred_30d_accuracy,direction_pred_30d_loss,direction_pred_7d_accuracy,direction_pred_7d_loss,learning_rate,loss,price_pred_1d_loss,price_pred_1d_mae,price_pred_30d_loss,price_pred_30d_mae,price_pred_7d_loss,price_pred_7d_mae,val_direction_pred_1d_accuracy,val_direction_pred_1d_loss,val_direction_pred_30d_accuracy,val_direction_pred_30d_loss,val_direction_pred_7d_accuracy,val_direction_pred_7d_loss,val_loss,val_price_pred_1d_loss,val_price_pred_1d_mae,val_price_pred_30d_loss,val_price_pred_30d_mae,val_price_pred_7d_loss,val_price_pred_7d_mae
0,0.5051546096801758,0.6912130117416382,0.44536083936691284,0.7058514356613159,0.4845360815525055,0.6989171504974365,0.0010000000474974513,4.614343166351318,0.021785348653793335,0.11200393736362457,0.05883151292800903,0.19627511501312256,0.027907049283385277,0.13393615186214447,0.4344262182712555,0.7005427479743958,0.44262295961380005,0.6987241506576538,0.5245901346206665,0.6918967366218567,4.4990763664245605,0.002214444801211357,0.03568494692444801,0.02238343097269535,0.11769052594900131,0.010743826627731323,0.08562038093805313
1,0.5092783570289612,0.6966121196746826,0.5690721869468689,0.6868656873703003,0.5092783570289612,0.6938434839248657,0.0010000000474974513,4.497332572937012,0.010118917562067509,0.0784020647406578,0.05223659798502922,0.17783395946025848,0.01832651160657406,0.10748954862356186,0.4344262182712555,0.6973955631256104,0.44262295961380005,0.7027778029441833,0.5245901346206665,0.6927323341369629,4.483883380889893,0.0036279570776969194,0.04708072170615196,0.03099532052874565,0.14527106285095215,0.011128495447337627,0.08830057084560394
2,0.49896907806396484,0.6974006295204163,0.5938144326210022,0.6777566075325012,0.4907216429710388,0.6948004961013794,0.0010000000474974513,4.461124420166016,0.007295920513570309,0.06724641472101212,0.046750377863645554,0.16916505992412567,0.018694469705224037,0.1042436733841896,0.4344262182712555,0.6945837736129761,0.44262295961380005,0.7161913514137268,0.5245901346206665,0.6918306350708008,4.476166248321533,0.00392873864620924,0.04922062158584595,0.024804014712572098,0.1269630491733551,0.01098152156919241,0.08723039925098419
3,0.49690720438957214,0.6931188702583313,0.6123711466789246,0.6789372563362122,0.5237113237380981,0.6947354674339294,0.0010000000474974513,4.417022228240967,0.005810050759464502,0.060022734105587006,0.04547751322388649,0.16934794187545776,0.01617833785712719,0.09793981909751892,0.4344262182712555,0.6957082152366638,0.44262295961380005,0.7190830707550049,0.5245901346206665,0.6921144723892212,4.465135097503662,0.0018872121581807733,0.03141250088810921,0.02226470783352852,0.1173800453543663,0.009726088494062424,0.07746537774801254
4,0.46804124116897583,0.6970155835151672,0.6164948344230652,0.6727240681648254,0.5134020447731018,0.6985278725624084,0.0010000000474974513,4.415114879608154,0.005984432529658079,0.058308448642492294,0.0443221777677536,0.1644934117794037,0.0161895714700222,0.10154374688863754,0.5655737519264221,0.6895335912704468,0.44262295961380005,0.718292236328125,0.5245901346206665,0.692165732383728,4.444941520690918,0.0019565243273973465,0.03153039887547493,0.02635236829519272,0.1308564841747284,0.010176319628953934,0.07816246896982193
5,0.5030927658081055,0.6958854794502258,0.6123711466789246,0.6711667776107788,0.5051546096801758,0.6931264400482178,0.0010000000474974513,4.396164894104004,0.005034680012613535,0.05522416532039642,0.04535309597849846,0.1657397300004959,0.014691043645143509,0.09385736286640167,0.5655737519264221,0.691832423210144,0.44262295961380005,0.724764347076416,0.5245901346206665,0.6922030448913574,4.450557708740234,0.0019590009469538927,0.031134484335780144,0.024531522765755653,0.12575630843639374,0.01007124874740839,0.07660160958766937
6,0.5134020447731018,0.6920766234397888,0.6164948344230652,0.6724832057952881,0.5257731676101685,0.6931917667388916,0.0010000000474974513,4.374115943908691,0.004064320120960474,0.04716068133711815,0.04096100851893425,0.161570742726326,0.01633523777127266,0.09763459116220474,0.5655737519264221,0.6907963752746582,0.44262295961380005,0.7288282513618469,0.5245901346206665,0.6921858191490173,4.446177959442139,0.00187641941010952,0.03072717972099781,0.02237282693386078,0.11828076839447021,0.010083244182169437,0.08094655722379684
7,0.5340206027030945,0.6923603415489197,0.6164948344230652,0.662076473236084,0.5113402009010315,0.690302848815918,0.0010000000474974513,4.35845422744751,0.0038787180092185736,0.047185126692056656,0.04363042488694191,0.16197443008422852,0.014987371861934662,0.09744371473789215,0.5737704634666443,0.6922090649604797,0.44262295961380005,0.7458789944648743,0.5245901346206665,0.6921947002410889,4.477031230926514,0.001894453540444374,0.03254426643252373,0.024469273164868355,0.1256066858768463,0.010830157436430454,0.08625808358192444
8,0.5030927658081055,0.698857307434082,0.6164948344230652,0.6764009594917297,0.5030927658081055,0.6968035697937012,0.0010000000474974513,4.37042760848999,0.0039632609114050865,0.0463159903883934,0.04350048676133156,0.161636084318161,0.015446273609995842,0.09444371610879898,0.4508196711540222,0.694201648235321,0.44262295961380005,0.7243390679359436,0.5245901346206665,0.6923796534538269,4.434566020965576,0.001856561633758247,0.03143995255231857,0.02565736323595047,0.1289757788181305,0.010202080011367798,0.08200740069150925
9,0.5175257921218872,0.6941472291946411,0.6144329905509949,0.6792565584182739,0.5030927658081055,0.6935561895370483,0.0010000000474974513,4.357567310333252,0.0034379165153950453,0.04314914718270302,0.04360256716609001,0.16394563019275665,0.013499283231794834,0.08929800987243652,0.5655737519264221,0.6923879981040955,0.44262295961380005,0.7202678918838501,0.5245901346206665,0.6919901371002197,4.415355682373047,0.001871005049906671,0.03088156133890152,0.02424507588148117,0.12419138103723526,0.010417436249554157,0.07799293100833893
