train_loss,val_loss
42489483194.181816,35666197.19444445
995673564.1212121,47674692.722222224
302138280.0,109620416.66666667
182931048.72727272,338734013.7777778
98893888.60606061,132362391.22222222
58661261.696969695,122874381.55555555
41192245.03030303,20287499.930555556
30860135.03030303,32811159.833333332
20562451.696969695,10099965.888888888
15809166.151515152,7411664.638888889
14151607.606060605,5763490.097222222
8900752.757575758,6877888.136284722
9098945.43939394,10155063.175347222
6161337.053030303,6278608.267361111
5155702.378787879,21376260.862847224
4041865.928030303,5714154.258680556
4603451.3977272725,11367198.705729166
2020714.1193181819,7717615.270833333
2854906.956439394,24774779.126736112
3011068.4829545454,1525855.9309895833
1562005.4801136365,3612771.5130208335
1689527.0146780303,8720864.05078125
993420.4715909091,5492419.969618056
1154549.940814394,83103.42664930556
735463.4985795454,701504.247531467
835377.6164772727,1958180.6807725695
952679.4595170454,1914868.2382269965
507145.85298295453,5073948.730685764
448489.9551373106,254716.59720187716
806994.2517755682,1551445.701171875
405736.3660037879,111788.61046006944
529778.6708096591,254701.89670138888
687009.4345999053,157936.45008680556
312200.61662523675,157602.80338541666
265550.66175426135,95411.52647569444
579357.3261422822,682226.9167955187
206868.1328716856,794.0624906751844
735949.253758286,1027.720701429579
297188.64234138257,111928.95415581597
360047.7098129735,87534.20559353298
150115.6210049716,59955.88562011719
382409.2463008996,3306.747731526693
108440.45262192235,6320.585045708551
142672.77515388257,2747.729342990451
105201.13617868135,72.08059141370985
130958.45441413647,219.7307120429145
92037.48113828717,393.3811492919922
96736.28005888968,845.3692830403646
82894.65986402107,158.6374986436632
72586.26110284979,594.2356313069662
36992.26808490175,16.589722659852768
67182.84609153053,328.3679894341363
507247.80321155896,3946.479682074653
211855.8886015921,42709.2286851671
90419.06621389677,52981.73442925347
18661.11816591205,36168.73521592882
60025.86333581173,62128.70091417101
22620.786499023438,50226.40237765842
253416.08416193182,92731.54106987847
318301.2475794012,35180.21343315972
234502.9081106475,25758.954935709637
150430.57561238608,4262.447775946723
515863.04330906726,447.4257511562771
48160.256377249054,519.8253479003906
28648.669389204544,997.697275797526
221979.7998046875,4261.866997612848
