train_loss,val_loss
7350626152.533334,4404308628.0
2087780221.8666666,84852995.75
597088131.7333333,28820447.25
393451246.1333333,17760946.59765625
446094591.2,4575062.875
221432919.38125,110929444.25
241529076.86666667,3958008.140625
123244345.44583334,571464434.0
172400226.9875,360444064.5
130088944.06666666,33896402.4375
55311624.15,9217057.078125
23963450.466666665,14805610.46875
32409468.66106771,18693568.59375
23356370.5375,18606699.53515625
19808188.6,21037598.046875
20843574.233333334,10083886.39453125
18958994.666666668,7200563.6181640625
19364050.508333333,2406999.146484375
12206426.244791666,3602078.039123535
12091133.941666666,4695735.172790527
14101323.116666667,8976256.765625
12878442.716666667,8247258.5625
13285934.7,4110948.1953125
10715472.553125,2014113.7109375
10103975.516666668,383510.0988922119
9559896.771354167,559044.6845703125
9679346.773567708,245912.416015625
8580226.494270833,574934.09375
10732434.579166668,1267597.109375
4395551.758333334,970270.75390625
2376561.3765625,529563.69921875
5410707.5293294275,291481.6953125
2976564.6395833334,216888.287109375
3885594.033333333,162081.67138671875
13268547.75,231722.12103271484
4411768.196875,219233.95471191406
8294526.015462239,235672.8642578125
3589198.53125,253621.85546875
3653168.06875,189270.740234375
4645949.6680013025,176582.92578125
1828596.375,164234.87719726562
2085822.3760416666,204149.28051757812
2980516.2075520833,158188.88549804688
3638984.0770833334,151254.22534179688
2178644.909375,193116.322265625
1802515.5927083334,140614.57373046875
3751503.814583333,105514.84475708008
2246201.0126302084,96891.2333984375
1827089.8838541666,95305.87518310547
1877229.852327474,77000.39135742188
1000777.5010416667,64657.2802734375
1053099.3161458333,63105.859130859375
1996435.8310546875,69380.953125
2371915.7375,89231.32263183594
1539429.25390625,93411.59539794922
783850.075,123544.79638671875
1030389.9984375,145770.01953125
3123293.062239583,55888.53583240509
635615.7566731771,44010.230529785156
1154076.0712239584,44229.36828613281
1574014.810546875,43242.41775512695
774419.0296875,32107.30487060547
1178091.2649943035,29536.756225585938
580066.865625,32409.5634765625
1365140.03046875,29897.517578125
1334657.2674479166,25079.466064453125
712262.2626953125,25757.9794921875
416047.31962076825,32200.52001953125
352517.2027994792,33255.138671875
829432.2780090332,27724.2998046875
674754.1506510417,21789.08544921875
361513.82703348796,18363.693115234375
482136.12578125,21847.5
390492.77369791665,20836.351318359375
292625.68893229164,17981.625244140625
423800.05452473956,18954.105712890625
772812.0222208659,21259.08935546875
203643.00950520832,20902.214599609375
562222.5891601562,19901.971435546875
662015.1863606771,20294.933349609375
430741.9161458333,16297.832153320312
294135.91650390625,14621.494750976562
223503.5647705078,12615.743408203125
411533.8136297862,8004.2979736328125
363569.2794270833,6477.834213256836
758167.1009114584,5036.942100524902
289960.9928385417,4247.400146484375
153898.0819091797,3980.362258911133
233742.65950520834,4461.3668212890625
234416.5850124677,6990.1466064453125
176719.53869222006,9749.008422851562
179382.5138346354,9714.432006835938
192959.3085422516,8995.107666015625
212161.12708129882,8204.861083984375
225321.52892710367,5844.628173828125
1689762.1053815843,5488.578552246094
179019.62096354167,6268.182861328125
548466.1740559896,7344.8602294921875
285791.56772174436,6819.0343017578125
114408.76006062825,6713.179931640625
