Date,Open,High,Low,Close,Volume,"('Close', 'SFB')","('High', 'SFB')","('Low', 'SFB')","('Open', 'SFB')","('Volume', 'SFB')"
2025-10-17,,,,,,21.969999313354492,22.099899291992188,21.950000762939453,21.940000534057617,8012.0
