Date,Open,High,Low,Close,Volume,"('Close', 'BAYAR')","('High', 'BAYAR')","('Low', 'BAYAR')","('Open', 'BAYAR')","('Volume', 'BAYAR')"
2025-10-13,,,,,,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,40.0
