Date,Open,High,Low,Close,Volume,"('Close', 'BCTXZ')","('High', 'BCTXZ')","('Low', 'BCTXZ')","('Open', 'BCTXZ')","('Volume', 'BCTXZ')"
2025-10-17,,,,,,0.414900004863739,0.4221000075340271,0.3569999933242798,0.4009999930858612,10027.0
