Date,Open,High,Low,Close,Volume,"('Close', 'OUSTZ')","('High', 'OUSTZ')","('Low', 'OUSTZ')","('Open', 'OUSTZ')","('Volume', 'OUSTZ')"
2025-10-17,,,,,,0.08699999749660492,0.0966000035405159,0.08070000261068344,0.08079999685287476,23421.0
