Date,Open,High,Low,Close,Volume,"('Close', 'SPEGR')","('High', 'SPEGR')","('Low', 'SPEGR')","('Open', 'SPEGR')","('Volume', 'SPEGR')"
2025-10-17,,,,,,0.2800000011920929,0.33410000801086426,0.2768000066280365,0.33399999141693115,3012.0
