iShares Russell 2000 ETF
Fund Holdings as of,"Oct 21, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"279,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ODP","ODP CORP","Consumer Discretionary","Equity","18,715,108.20","0.03","18,715,108.20","673,690.00","27.78","United States","NASDAQ","USD","1.00","USD","-"
"AMN","AMN HEALTHCARE INC","Health Care","Equity","18,678,498.02","0.03","18,678,498.02","910,702.00","20.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HFWA","HERITAGE FINANCIAL CORP","Financials","Equity","18,625,968.36","0.03","18,625,968.36","814,428.00","22.87","United States","NASDAQ","USD","1.00","USD","-"
"KURA","KURA ONCOLOGY INC","Health Care","Equity","18,580,754.88","0.03","18,580,754.88","1,939,536.00","9.58","United States","NASDAQ","USD","1.00","USD","-"
"DAKT","DAKTRONICS INC","Information Technology","Equity","18,564,223.37","0.03","18,564,223.37","932,407.00","19.91","United States","NASDAQ","USD","1.00","USD","-"
"RUM","RUMBLE INC CLASS A","Communication","Equity","18,554,351.60","0.03","18,554,351.60","2,541,692.00","7.30","United States","NASDAQ","USD","1.00","USD","-"
"ICHR","ICHOR HOLDINGS LTD","Information Technology","Equity","18,523,174.68","0.03","18,523,174.68","822,156.00","22.53","United States","NASDAQ","USD","1.00","USD","-"
"PRSU","PURSUIT ATTRACTIONS AND HOSPITALIT","Consumer Discretionary","Equity","18,497,604.26","0.03","18,497,604.26","505,123.00","36.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFFN","CAPITOL FEDERAL FINANCIAL INC","Financials","Equity","18,446,252.22","0.03","18,446,252.22","2,941,986.00","6.27","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"JAMF","JAMF HOLDING CORP","Information Technology","Equity","18,403,472.75","0.03","18,403,472.75","1,744,405.00","10.55","United States","NASDAQ","USD","1.00","USD","-"
"AXGN","AXOGEN INC","Health Care","Equity","18,406,353.57","0.03","18,406,353.57","1,052,393.00","17.49","United States","NASDAQ","USD","1.00","USD","-"
"FLNG","FLEX LNG LTD","Energy","Equity","18,374,527.60","0.03","18,374,527.60","743,908.00","24.70","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RWT","REDWOOD TRUST REIT INC","Financials","Equity","18,325,997.82","0.03","18,325,997.82","3,284,229.00","5.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAFC","HANMI FINANCIAL CORP","Financials","Equity","18,314,688.15","0.03","18,314,688.15","749,067.00","24.45","United States","NASDAQ","USD","1.00","USD","-"
"SANA","SANA BIOTECHNOLOGY INC","Health Care","Equity","18,277,864.17","0.03","18,277,864.17","3,201,027.00","5.71","United States","NASDAQ","USD","1.00","USD","-"
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","Financials","Equity","18,211,630.92","0.03","18,211,630.92","643,748.00","28.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLDD","GREAT LAKES DREDGE AND DOCK CORP","Industrials","Equity","18,199,945.54","0.03","18,199,945.54","1,614,902.00","11.27","United States","NASDAQ","USD","1.00","USD","-"
"ALNT","ALLIENT INC","Industrials","Equity","18,029,423.88","0.03","18,029,423.88","348,462.00","51.74","United States","NASDAQ","USD","1.00","USD","-"
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Real Estate","Equity","18,022,219.56","0.03","18,022,219.56","3,195,429.00","5.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TR","TOOTSIE ROLL INDUSTRIES INC","Consumer Staples","Equity","17,898,753.60","0.03","17,898,753.60","428,610.00","41.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCB","METROPOLITAN BANK HOLDING CORP","Financials","Equity","17,856,235.20","0.03","17,856,235.20","230,820.00","77.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMI","MARCUS & MILLICHAP INC","Real Estate","Equity","17,788,510.97","0.03","17,788,510.97","595,531.00","29.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASPI","ASP ISOTOPES INC","Materials","Equity","17,773,219.36","0.03","17,773,219.36","1,847,528.00","9.62","United States","NASDAQ","USD","1.00","USD","-"
"ORKA","ORUKA THERAPEUTICS INC","Health Care","Equity","17,736,530.40","0.03","17,736,530.40","648,265.00","27.36","United States","NASDAQ","USD","1.00","USD","-"
"AEHR","AEHR TEST SYSTEMS","Information Technology","Equity","17,698,979.52","0.03","17,698,979.52","682,831.00","25.92","United States","NASDAQ","USD","1.00","USD","-"
"UPB","UPSTREAM BIO INC","Health Care","Equity","17,604,704.04","0.03","17,604,704.04","788,388.00","22.33","United States","NASDAQ","USD","1.00","USD","-"
"ORIC","ORIC PHARMACEUTICALS INC","Health Care","Equity","17,609,394.60","0.03","17,609,394.60","1,397,571.00","12.60","United States","NASDAQ","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","17,595,117.02","0.03","17,595,117.02","2,183,017.00","8.06","United States","NASDAQ","USD","1.00","USD","-"
"ESQ","ESQUIRE FINANCIAL HOLDINGS INC","Financials","Equity","17,538,444.54","0.03","17,538,444.54","173,889.00","100.86","United States","NASDAQ","USD","1.00","USD","-"
"FIGS","FIGS INC CLASS A","Consumer Discretionary","Equity","17,531,365.74","0.03","17,531,365.74","2,145,822.00","8.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Information Technology","Equity","17,514,340.22","0.03","17,514,340.22","565,526.00","30.97","United States","NASDAQ","USD","1.00","USD","-"
"BLND","BLEND LABS INC CLASS A","Information Technology","Equity","17,511,353.04","0.03","17,511,353.04","5,031,998.00","3.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DEC","DIVERSIFIED ENERGY COMPANY PLC","Energy","Equity","17,475,065.40","0.03","17,475,065.40","1,390,220.00","12.57","United Kingdom","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBN","NORTHEAST BANK","Financials","Equity","17,448,867.54","0.03","17,448,867.54","185,646.00","93.99","United States","NASDAQ","USD","1.00","USD","-"
"GOGO","GOGO INC","Communication","Equity","17,436,146.58","0.03","17,436,146.58","1,868,826.00","9.33","United States","NASDAQ","USD","1.00","USD","-"
"MBWM","MERCANTILE BANK CORP","Financials","Equity","17,431,367.40","0.03","17,431,367.40","388,140.00","44.91","United States","NASDAQ","USD","1.00","USD","-"
"CNXN","PC CONNECTION INC","Information Technology","Equity","17,384,997.52","0.02","17,384,997.52","278,249.00","62.48","United States","NASDAQ","USD","1.00","USD","-"
"IBCP","INDEPENDENT BANK CORP","Financials","Equity","17,326,455.93","0.02","17,326,455.93","539,261.00","32.13","United States","NASDAQ","USD","1.00","USD","-"
"RGR","STURM RUGER INC","Consumer Discretionary","Equity","17,055,454.50","0.02","17,055,454.50","385,434.00","44.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBNC","HORIZON BANCORP INC","Financials","Equity","17,014,118.55","0.02","17,014,118.55","1,081,635.00","15.73","United States","NASDAQ","USD","1.00","USD","-"
"DFH","DREAM FINDERS HOMES INC CLASS A","Consumer Discretionary","Equity","16,970,584.56","0.02","16,970,584.56","728,977.00","23.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXL","AMERICAN AXLE AND MANUFACTURING HO","Consumer Discretionary","Equity","16,944,969.33","0.02","16,944,969.33","2,810,111.00","6.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NX","QUANEX BUILDING PRODUCTS CORP","Industrials","Equity","16,937,297.45","0.02","16,937,297.45","1,103,407.00","15.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVX","INNOVEX INTERNATIONAL INC","Energy","Equity","16,909,410.24","0.02","16,909,410.24","927,051.00","18.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPS","DIGITAL TURBINE INC","Information Technology","Equity","16,900,486.84","0.02","16,900,486.84","2,530,013.00","6.68","United States","NASDAQ","USD","1.00","USD","-"
"NXRT","NEXPOINT RESIDENTIAL TRUST INC","Real Estate","Equity","16,901,564.94","0.02","16,901,564.94","548,574.00","30.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFBC","PREFERRED BANK","Financials","Equity","16,839,641.00","0.02","16,839,641.00","185,051.00","91.00","United States","NASDAQ","USD","1.00","USD","-"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","Financials","Equity","16,840,301.85","0.02","16,840,301.85","581,703.00","28.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NAT","NORDIC AMERICAN TANKERS LTD","Energy","Equity","16,824,166.61","0.02","16,824,166.61","4,848,463.00","3.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRSP","BRIGHTSPIRE CAPITAL INC CLASS A","Financials","Equity","16,822,369.60","0.02","16,822,369.60","3,174,032.00","5.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KE","KIMBALL ELECTRONICS INC","Information Technology","Equity","16,796,503.50","0.02","16,796,503.50","589,351.00","28.50","United States","NASDAQ","USD","1.00","USD","-"
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","Consumer Discretionary","Equity","16,750,755.20","0.02","16,750,755.20","717,070.00","23.36","United States","NASDAQ","USD","1.00","USD","-"
"NESR","NATIONAL ENERGY SERVICES REUNITED","Energy","Equity","16,733,502.92","0.02","16,733,502.92","1,443,788.00","11.59","United States","NASDAQ","USD","1.00","USD","-"
"PLOW","DOUGLAS DYNAMICS INC","Industrials","Equity","16,702,377.68","0.02","16,702,377.68","535,676.00","31.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCNE","CNB FINANCIAL CORP","Financials","Equity","16,691,221.35","0.02","16,691,221.35","689,435.00","24.21","United States","NASDAQ","USD","1.00","USD","-"
"BBW","BUILD A BEAR WORKSHOP INC","Consumer Discretionary","Equity","16,642,738.20","0.02","16,642,738.20","296,662.00","56.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GERN","GERON CORP","Health Care","Equity","16,647,485.12","0.02","16,647,485.12","13,108,256.00","1.27","United States","NASDAQ","USD","1.00","USD","-"
"GDOT","GREEN DOT CORP CLASS A","Financials","Equity","16,648,682.25","0.02","16,648,682.25","1,305,779.00","12.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFST","LIFESTANCE HEALTH GROUP INC","Health Care","Equity","16,639,916.80","0.02","16,639,916.80","3,199,984.00","5.20","United States","NASDAQ","USD","1.00","USD","-"
"ADTN","ADTRAN HOLDINGS INC","Information Technology","Equity","16,633,561.32","0.02","16,633,561.32","1,782,804.00","9.33","United States","NASDAQ","USD","1.00","USD","-"
"UDMY","UDEMY INC","Consumer Discretionary","Equity","16,627,838.90","0.02","16,627,838.90","2,315,855.00","7.18","United States","NASDAQ","USD","1.00","USD","-"
"EYPT","EYEPOINT PHARMACEUTICALS INC","Health Care","Equity","16,610,646.90","0.02","16,610,646.90","1,406,490.00","11.81","United States","NASDAQ","USD","1.00","USD","-"
"SXC","SUNCOKE ENERGY INC","Materials","Equity","16,550,036.36","0.02","16,550,036.36","2,033,174.00","8.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RZLT","REZOLUTE INC","Health Care","Equity","16,540,432.76","0.02","16,540,432.76","1,866,866.00","8.86","United States","NASDAQ","USD","1.00","USD","-"
"KOS","KOSMOS ENERGY LTD","Energy","Equity","16,531,038.72","0.02","16,531,038.72","11,479,888.00","1.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RZLV","REZOLVE AI PLC","Information Technology","Equity","16,515,944.04","0.02","16,515,944.04","3,544,194.00","4.66","United Kingdom","NASDAQ","USD","1.00","USD","-"
"LINC","LINCOLN EDUCATIONAL SERVICES CORP","Consumer Discretionary","Equity","16,495,086.30","0.02","16,495,086.30","714,073.00","23.10","United States","NASDAQ","USD","1.00","USD","-"
"BZH","BEAZER HOMES INC","Consumer Discretionary","Equity","16,424,278.64","0.02","16,424,278.64","688,072.00","23.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SABR","SABRE CORP","Consumer Discretionary","Equity","16,394,974.42","0.02","16,394,974.42","8,767,366.00","1.87","United States","NASDAQ","USD","1.00","USD","-"
"GCT","GIGACLOUD TECHNOLOGY INC CLASS A","Consumer Discretionary","Equity","16,390,133.46","0.02","16,390,133.46","598,617.00","27.38","United States","NASDAQ","USD","1.00","USD","-"
"UFCS","UNITED FIRE GROUP INC","Financials","Equity","16,285,919.30","0.02","16,285,919.30","523,663.00","31.10","United States","NASDAQ","USD","1.00","USD","-"
"AMTB","AMERANT BANCORP INC CLASS A","Financials","Equity","16,243,132.78","0.02","16,243,132.78","885,667.00","18.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRST","TRUSTCO BANK CORP","Financials","Equity","16,233,124.05","0.02","16,233,124.05","448,305.00","36.21","United States","NASDAQ","USD","1.00","USD","-"
"ABUS","ARBUTUS BIOPHARMA CORP","Health Care","Equity","16,220,946.56","0.02","16,220,946.56","3,620,747.00","4.48","United States","NASDAQ","USD","1.00","USD","-"
"GPRE","GREEN PLAINS INC","Energy","Equity","16,152,698.24","0.02","16,152,698.24","1,541,288.00","10.48","United States","NASDAQ","USD","1.00","USD","-"
"URGN","UROGEN PHARMA LTD","Health Care","Equity","16,072,765.60","0.02","16,072,765.60","886,040.00","18.14","United States","NASDAQ","USD","1.00","USD","-"
"ANAB","ANAPTYSBIO INC","Health Care","Equity","16,049,641.86","0.02","16,049,641.86","470,526.00","34.11","United States","NASDAQ","USD","1.00","USD","-"
"BORR","BORR DRILLING LTD","Energy","Equity","16,029,321.20","0.02","16,029,321.20","5,981,090.00","2.68","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SERV","SERVE ROBOTICS INC","Consumer Discretionary","Equity","16,022,626.74","0.02","16,022,626.74","1,126,767.00","14.22","United States","NASDAQ","USD","1.00","USD","-"
"AIOT","POWERFLEET INC","Information Technology","Equity","15,924,931.36","0.02","15,924,931.36","2,987,792.00","5.33","United States","NASDAQ","USD","1.00","USD","-"
"TRNS","TRANSCAT INC","Industrials","Equity","15,909,000.71","0.02","15,909,000.71","220,943.00","72.00","United States","NASDAQ","USD","1.00","USD","-"
"CLPT","CLEARPOINT NEURO INC","Health Care","Equity","15,893,225.24","0.02","15,893,225.24","636,238.00","24.98","United States","NASDAQ","USD","1.00","USD","-"
"CSTL","CASTLE BIOSCIENCES INC","Health Care","Equity","15,889,910.40","0.02","15,889,910.40","679,056.00","23.40","United States","NASDAQ","USD","1.00","USD","-"
"TREE","LENDINGTREE INC","Financials","Equity","15,877,808.52","0.02","15,877,808.52","268,842.00","59.06","United States","NASDAQ","USD","1.00","USD","-"
"MTUS","METALLUS INC","Materials","Equity","15,864,190.07","0.02","15,864,190.07","886,763.00","17.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FG","F&G ANNUITIES AND LIFE INC","Financials","Equity","15,796,893.56","0.02","15,796,893.56","534,401.00","29.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZGN","ERMENEGILDO ZEGNA NV","Consumer Discretionary","Equity","15,768,039.87","0.02","15,768,039.87","1,506,021.00","10.47","Italy","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTB","HOMETRUST BANCSHARES INC","Financials","Equity","15,768,480.00","0.02","15,768,480.00","394,212.00","40.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFST","BUSINESS FIRST BANCSHARES INC","Financials","Equity","15,743,247.66","0.02","15,743,247.66","675,386.00","23.31","United States","NASDAQ","USD","1.00","USD","-"
"APEI","AMERICAN PUBLIC EDUCATION INC","Consumer Discretionary","Equity","15,734,000.70","0.02","15,734,000.70","418,235.00","37.62","United States","NASDAQ","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM INC","Health Care","Equity","15,713,746.28","0.02","15,713,746.28","588,971.00","26.68","United States","NASDAQ","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","15,567,328.70","0.02","15,567,328.70","2,021,731.00","7.70","United States","NASDAQ","USD","1.00","USD","-"
"MLNK","MERIDIANLINK INC","Information Technology","Equity","15,540,418.80","0.02","15,540,418.80","775,470.00","20.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BJRI","BJS RESTAURANTS INC","Consumer Discretionary","Equity","15,543,121.90","0.02","15,543,121.90","486,635.00","31.94","United States","NASDAQ","USD","1.00","USD","-"
"TNGX","TANGO THERAPEUTICS INC","Health Care","Equity","15,514,924.02","0.02","15,514,924.02","1,725,798.00","8.99","United States","NASDAQ","USD","1.00","USD","-"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Communication","Equity","15,472,737.72","0.02","15,472,737.72","1,212,597.00","12.76","United States","NASDAQ","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","15,437,359.84","0.02","15,437,359.84","562,586.00","27.44","United States","NASDAQ","USD","1.00","USD","-"
"EE","EXCELERATE ENERGY INC CLASS A","Energy","Equity","15,430,086.32","0.02","15,430,086.32","565,619.00","27.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOPN","KOPIN CORP","Information Technology","Equity","15,420,704.18","0.02","15,420,704.18","3,798,203.00","4.06","United States","NASDAQ","USD","1.00","USD","-"
"BDN","BRANDYWINE REALTY TRUST REIT","Real Estate","Equity","15,386,716.64","0.02","15,386,716.64","4,181,173.00","3.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THFF","FIRST FINANCIAL CORPORATION CORP","Financials","Equity","15,381,822.83","0.02","15,381,822.83","283,327.00","54.29","United States","NASDAQ","USD","1.00","USD","-"
"ARVN","ARVINAS INC","Health Care","Equity","15,340,456.74","0.02","15,340,456.74","1,588,039.00","9.66","United States","NASDAQ","USD","1.00","USD","-"
"CSV","CARRIAGE SERVICES INC","Consumer Discretionary","Equity","15,259,255.59","0.02","15,259,255.59","336,181.00","45.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RYI","RYERSON HOLDING CORP","Materials","Equity","15,261,579.00","0.02","15,261,579.00","656,412.00","23.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMAL","AMALGAMATED FINANCIAL CORP","Financials","Equity","15,247,382.10","0.02","15,247,382.10","571,063.00","26.70","United States","NASDAQ","USD","1.00","USD","-"
"CTLP","CANTALOUPE INC","Financials","Equity","15,211,135.52","0.02","15,211,135.52","1,429,618.00","10.64","United States","NASDAQ","USD","1.00","USD","-"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","15,214,239.55","0.02","15,214,239.55","552,241.00","27.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRTX","TPG RE FINANCE TRUST INC","Financials","Equity","15,197,179.08","0.02","15,197,179.08","1,730,886.00","8.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIP","FTAI INFRASTRUCTURE INC","Industrials","Equity","15,200,854.84","0.02","15,200,854.84","2,550,479.00","5.96","United States","NASDAQ","USD","1.00","USD","-"
"GHM","GRAHAM CORP","Industrials","Equity","15,189,271.50","0.02","15,189,271.50","251,270.00","60.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQBK","EQUITY BANCSHARES INC CLASS A","Financials","Equity","15,180,511.06","0.02","15,180,511.06","370,799.00","40.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPS","COOPER STANDARD HOLDINGS INC","Consumer Discretionary","Equity","15,174,810.08","0.02","15,174,810.08","406,178.00","37.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS INC","Financials","Equity","15,156,001.95","0.02","15,156,001.95","434,145.00","34.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STGW","STAGWELL INC CLASS A","Communication","Equity","15,148,813.28","0.02","15,148,813.28","2,794,984.00","5.42","United States","NASDAQ","USD","1.00","USD","-"
"CMP","COMPASS MINERALS INTERNATIONAL INC","Materials","Equity","15,141,053.88","0.02","15,141,053.88","835,599.00","18.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBR","NABORS INDUSTRIES LTD","Energy","Equity","15,101,500.05","0.02","15,101,500.05","368,779.00","40.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOV","HOVNANIAN ENTERPRISES INC CLASS A","Consumer Discretionary","Equity","15,091,240.40","0.02","15,091,240.40","115,130.00","131.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBBK","NB BANCORP INC","Financials","Equity","15,070,843.62","0.02","15,070,843.62","847,629.00","17.78","United States","NASDAQ","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","15,067,684.80","0.02","15,067,684.80","697,578.00","21.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GSM","FERROGLOBE PLC","Materials","Equity","15,053,733.88","0.02","15,053,733.88","2,928,742.00","5.14","United States","NASDAQ","USD","1.00","USD","-"
"KOD","KODIAK SCIENCES INC","Health Care","Equity","15,004,471.00","0.02","15,004,471.00","789,709.00","19.00","United States","NASDAQ","USD","1.00","USD","-"
"SSTK","SHUTTERSTOCK INC","Communication","Equity","14,940,562.77","0.02","14,940,562.77","578,419.00","25.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNCY","SUN COUNTRY AIRLINES HOLDINGS INC","Industrials","Equity","14,912,132.43","0.02","14,912,132.43","1,241,643.00","12.01","United States","NASDAQ","USD","1.00","USD","-"
"MYE","MYERS INDUSTRIES INC","Materials","Equity","14,875,069.76","0.02","14,875,069.76","884,368.00","16.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSBC","FIVE STAR BANCORP","Financials","Equity","14,844,296.20","0.02","14,844,296.20","425,338.00","34.90","United States","NASDAQ","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","14,815,956.79","0.02","14,815,956.79","636,151.00","23.29","United States","NASDAQ","USD","1.00","USD","-"
"MRTN","MARTEN TRANSPORT LTD","Industrials","Equity","14,817,551.72","0.02","14,817,551.72","1,354,438.00","10.94","United States","NASDAQ","USD","1.00","USD","-"
"PGEN","PRECIGEN INC","Health Care","Equity","14,740,864.56","0.02","14,740,864.56","3,612,957.00","4.08","United States","NASDAQ","USD","1.00","USD","-"
"RGNX","REGENXBIO INC","Health Care","Equity","14,701,732.43","0.02","14,701,732.43","1,123,127.00","13.09","United States","NASDAQ","USD","1.00","USD","-"
"CARS","CARS.COM INC","Communication","Equity","14,693,350.24","0.02","14,693,350.24","1,394,056.00","10.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAC","CAMDEN NATIONAL CORP","Financials","Equity","14,681,466.78","0.02","14,681,466.78","397,011.00","36.98","United States","NASDAQ","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","Industrials","Equity","14,648,177.81","0.02","14,648,177.81","2,866,571.00","5.11","United States","NASDAQ","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","14,648,540.52","0.02","14,648,540.52","931,841.00","15.72","United States","NASDAQ","USD","1.00","USD","-"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","14,642,040.64","0.02","14,642,040.64","2,731,724.00","5.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORRF","ORRSTOWN FINANCIAL SERVICES INC","Financials","Equity","14,618,036.64","0.02","14,618,036.64","437,928.00","33.38","United States","NASDAQ","USD","1.00","USD","-"
"IRMD","IRADIMED CORP","Health Care","Equity","14,608,673.82","0.02","14,608,673.82","193,518.00","75.49","United States","NASDAQ","USD","1.00","USD","-"
"AQST","AQUESTIVE THERAPEUTICS INC","Health Care","Equity","14,611,280.64","0.02","14,611,280.64","2,075,466.00","7.04","United States","NASDAQ","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP LTD","Industrials","Equity","14,600,383.60","0.02","14,600,383.60","338,756.00","43.10","United States","NASDAQ","USD","1.00","USD","-"
"ATUS","ALTICE USA INC CLASS A","Communication","Equity","14,566,043.93","0.02","14,566,043.93","6,251,521.00","2.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","14,555,962.80","0.02","14,555,962.80","1,311,348.00","11.10","United States","NASDAQ","USD","1.00","USD","-"
"ABSI","ABSCI CORP","Health Care","Equity","14,550,930.24","0.02","14,550,930.24","3,156,384.00","4.61","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","14,548,357.08","0.02","14,548,357.08","9,829,971.00","1.48","United States","NASDAQ","USD","1.00","USD","-"
"HTBK","HERITAGE COMMERCE CORP","Financials","Equity","14,428,587.90","0.02","14,428,587.90","1,453,030.00","9.93","United States","NASDAQ","USD","1.00","USD","-"
"RBCAA","REPUBLIC BANCORP INC CLASS A","Financials","Equity","14,421,282.24","0.02","14,421,282.24","211,208.00","68.28","United States","NASDAQ","USD","1.00","USD","-"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","14,394,752.40","0.02","14,394,752.40","447,042.00","32.20","United States","NASDAQ","USD","1.00","USD","-"
"SCHL","SCHOLASTIC CORP","Communication","Equity","14,384,193.72","0.02","14,384,193.72","493,116.00","29.17","United States","NASDAQ","USD","1.00","USD","-"
"CCBG","CAPITAL CITY BANK INC","Financials","Equity","14,336,632.83","0.02","14,336,632.83","356,899.00","40.17","United States","NASDAQ","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","14,304,909.30","0.02","14,304,909.30","238,614.00","59.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOVA","IOVANCE BIOTHERAPEUTICS INC","Health Care","Equity","14,264,684.54","0.02","14,264,684.54","6,284,002.00","2.27","United States","NASDAQ","USD","1.00","USD","-"
"SIBN","SI BONE INC","Health Care","Equity","14,253,630.08","0.02","14,253,630.08","918,404.00","15.52","United States","NASDAQ","USD","1.00","USD","-"
"HNRG","HALLADOR ENERGY","Utilities","Equity","14,243,061.45","0.02","14,243,061.45","743,763.00","19.15","United States","NASDAQ","USD","1.00","USD","-"
"ADAM","ADAMAS INC TRUST","Financials","Equity","14,187,571.36","0.02","14,187,571.36","2,062,147.00","6.88","United States","NASDAQ","USD","1.00","USD","-"
"MATV","MATIV HOLDINGS INC","Materials","Equity","14,189,132.76","0.02","14,189,132.76","1,305,348.00","10.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AHL","ASPEN INSURANCE HOLDINGS LTD CLASS","Financials","Equity","14,169,980.10","0.02","14,169,980.10","386,103.00","36.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","14,172,229.92","0.02","14,172,229.92","273,648.00","51.79","United States","NASDAQ","USD","1.00","USD","-"
"BCAX","BICARA THERAPEUTICS INC","Health Care","Equity","14,125,185.26","0.02","14,125,185.26","827,971.00","17.06","United States","NASDAQ","USD","1.00","USD","-"
"SPT","SPROUT SOCIAL INC CLASS A","Information Technology","Equity","14,077,336.00","0.02","14,077,336.00","1,256,905.00","11.20","United States","NASDAQ","USD","1.00","USD","-"
"TERN","TERNS PHARMACEUTICALS INC","Health Care","Equity","14,080,729.60","0.02","14,080,729.60","1,734,080.00","8.12","United States","NASDAQ","USD","1.00","USD","-"
