Date,Open,High,Low,Close,Volume,"('Close', 'MBVI')","('High', 'MBVI')","('Low', 'MBVI')","('Open', 'MBVI')","('Volume', 'MBVI')"
2025-10-17,,,,,,10.09000015258789,10.5,10.020000457763672,10.25,95172.0
