Date,Open,High,Low,Close,Volume,"('Close', 'BACCR')","('High', 'BACCR')","('Low', 'BACCR')","('Open', 'BACCR')","('Volume', 'BACCR')"
2025-10-17,,,,,,0.18359999358654022,0.18369999527931213,0.18359999358654022,0.18369999527931213,3742.0
