Date,Open,High,Low,Close,Volume,"('Close', 'DTSQR')","('High', 'DTSQR')","('Low', 'DTSQR')","('Open', 'DTSQR')","('Volume', 'DTSQR')"
2025-10-15,,,,,,0.164000004529953,0.164000004529953,0.164000004529953,0.16200000047683716,127.0
