Date,Open,High,Low,Close,Volume,"('Close', 'CORZZ')","('High', 'CORZZ')","('Low', 'CORZZ')","('Open', 'CORZZ')","('Volume', 'CORZZ')"
2025-10-17,,,,,,18.979999542236328,19.200000762939453,18.31999969482422,18.979999542236328,187829.0
