Date,Open,High,Low,Close,Volume,"('Close', 'UYSCR')","('High', 'UYSCR')","('Low', 'UYSCR')","('Open', 'UYSCR')","('Volume', 'UYSCR')"
2025-10-09,,,,,,0.27000001072883606,0.27000001072883606,0.27000001072883606,0.27000001072883606,200.0
