Date,Open,High,Low,Close,Volume,"('Close', 'ATMCR')","('High', 'ATMCR')","('Low', 'ATMCR')","('Open', 'ATMCR')","('Volume', 'ATMCR')"
2025-10-14,,,,,,0.29989999532699585,0.29989999532699585,0.29989999532699585,0.29989999532699585,10121.0
