Date,Open,High,Low,Close,Volume,"('Close', 'CAPNR')","('High', 'CAPNR')","('Low', 'CAPNR')","('Open', 'CAPNR')","('Volume', 'CAPNR')"
2025-10-14,,,,,,0.1899999976158142,0.1899999976158142,0.1899999976158142,0.16500000655651093,9.0
