Date,Open,High,Low,Close,Volume,"('Close', 'AFJKR')","('High', 'AFJKR')","('Low', 'AFJKR')","('Open', 'AFJKR')","('Volume', 'AFJKR')"
2025-10-17,,,,,,0.4066999852657318,0.49000000953674316,0.3741999864578247,0.41999998688697815,14431.0
