Date,Open,High,Low,Close,Volume,"('Close', 'AACBR')","('High', 'AACBR')","('Low', 'AACBR')","('Open', 'AACBR')","('Volume', 'AACBR')"
2025-10-16,,,,,,0.28999999165534973,0.28999999165534973,0.28999999165534973,0.28999999165534973,162.0
