Date,Open,High,Low,Close,Volume,"('Close', 'DHCNL')","('High', 'DHCNL')","('Low', 'DHCNL')","('Open', 'DHCNL')","('Volume', 'DHCNL')"
2025-10-17,,,,,,17.649999618530273,17.665000915527344,17.229999542236328,17.514999389648438,15991.0
