Date,Open,High,Low,Close,Volume,"('Close', 'AXINR')","('High', 'AXINR')","('Low', 'AXINR')","('Open', 'AXINR')","('Volume', 'AXINR')"
2025-10-17,,,,,,0.23000000417232513,0.23000000417232513,0.23000000417232513,0.23000000417232513,10375.0
