epoch,direction_pred_1d_accuracy,direction_pred_1d_loss,learning_rate,loss,price_pred_1d_loss,price_pred_1d_mae,val_direction_pred_1d_accuracy,val_direction_pred_1d_loss,val_loss,val_price_pred_1d_loss,val_price_pred_1d_mae
0,0.5104166865348816,0.7031072378158569,9.999999747378752e-05,1.493105173110962,0.08689090609550476,0.2362155318260193,0.5492424368858337,0.6890019178390503,1.3824024200439453,0.005737384781241417,0.059295281767845154
1,0.5028409361839294,0.6976484060287476,9.999999747378752e-05,1.4505094289779663,0.05521254986524582,0.18484076857566833,0.5492424368858337,0.6891567707061768,1.381248116493225,0.004055153112858534,0.04700884968042374
2,0.5397727489471436,0.6914181709289551,9.999999747378752e-05,1.4239847660064697,0.041148506104946136,0.15971213579177856,0.5492424368858337,0.6891502141952515,1.3801509141921997,0.0029385180678218603,0.03933396562933922
3,0.5085227489471436,0.6957881450653076,9.999999747378752e-05,1.4215373992919922,0.029961146414279938,0.13558775186538696,0.5492424368858337,0.6894589066505432,1.380947470664978,0.0028541693463921547,0.03955727070569992
4,0.5151515007019043,0.6944302916526794,9.999999747378752e-05,1.4099626541137695,0.021102100610733032,0.11520595103502274,0.5492424368858337,0.689017117023468,1.3797730207443237,0.0030370934400707483,0.03982089087367058
5,0.5246211886405945,0.6915619969367981,9.999999747378752e-05,1.4008374214172363,0.01771354302763939,0.10418512672185898,0.5492424368858337,0.6891414523124695,1.380355715751648,0.003170403651893139,0.040591537952423096
6,0.5085227489471436,0.6964096426963806,9.999999747378752e-05,1.4070606231689453,0.014241352677345276,0.09372907876968384,0.5492424368858337,0.6891854405403137,1.380225658416748,0.0028987794648855925,0.0391586609184742
7,0.5132575631141663,0.6937393546104431,9.999999747378752e-05,1.400938630104065,0.013460130430758,0.08969952911138535,0.5492424368858337,0.6892821192741394,1.3805158138275146,0.0029608530458062887,0.03947949409484863
8,0.5246211886405945,0.6934857368469238,9.999999747378752e-05,1.3979994058609009,0.011028190143406391,0.08201489597558975,0.5492424368858337,0.6896007061004639,1.3812636137008667,0.002867177128791809,0.03920234367251396
9,0.5246211886405945,0.6937065720558167,9.999999747378752e-05,1.3984724283218384,0.011059076525270939,0.07988846302032471,0.5492424368858337,0.6892204880714417,1.3802746534347534,0.0028668430168181658,0.039984092116355896
10,0.5227272510528564,0.6922063231468201,9.999999747378752e-05,1.3945881128311157,0.010175489820539951,0.07766246050596237,0.5492424368858337,0.6895031929016113,1.3810149431228638,0.0028571763541549444,0.03977988660335541
11,0.5160984992980957,0.6933833360671997,9.999999747378752e-05,1.3956609964370728,0.008894257247447968,0.07349776476621628,0.5492424368858337,0.6893370151519775,1.38088059425354,0.003127169329673052,0.0432165153324604
12,0.529356062412262,0.6928991079330444,9.999999747378752e-05,1.3942588567733765,0.008460476994514465,0.06999988853931427,0.5492424368858337,0.6892361044883728,1.3804930448532104,0.0030491207726299763,0.03984958678483963
13,0.529356062412262,0.6924952864646912,9.999999747378752e-05,1.3928203582763672,0.007829741574823856,0.0659584105014801,0.5492424368858337,0.6901748776435852,1.382896065711975,0.00311746122315526,0.040182873606681824
14,0.5274621248245239,0.6911931037902832,9.999999747378752e-05,1.3900104761123657,0.007624360732734203,0.06479878723621368,0.5492424368858337,0.6894299983978271,1.3808692693710327,0.0028923964127898216,0.03917202726006508
15,0.5265151262283325,0.6916046142578125,4.999999873689376e-05,1.3902277946472168,0.007018310483545065,0.06259072571992874,0.5492424368858337,0.6896469593048096,1.3814043998718262,0.0028666823636740446,0.04000719636678696
16,0.5388257503509521,0.6900514364242554,4.999999873689376e-05,1.3879092931747437,0.007806278765201569,0.06510495394468307,0.5492424368858337,0.689527690410614,1.3812040090560913,0.0029562441632151604,0.04123763367533684
17,0.5340909361839294,0.6922348141670227,4.999999873689376e-05,1.3913910388946533,0.0069215442053973675,0.062332507222890854,0.5492424368858337,0.6891834139823914,1.380285620689392,0.002986202947795391,0.039584167301654816
18,0.5246211886405945,0.692365288734436,4.999999873689376e-05,1.392005443572998,0.007275116629898548,0.06342484056949615,0.5492424368858337,0.6896829605102539,1.3814778327941895,0.0028594390023499727,0.03982184827327728
19,0.5321969985961914,0.6907725930213928,4.999999873689376e-05,1.3880162239074707,0.006470862310379744,0.05971904844045639,0.5492424368858337,0.6897783875465393,1.381709098815918,0.0028562608640640974,0.039743028581142426
