Date,Open,High,Low,Close,Volume,"('Close', 'EGHAR')","('High', 'EGHAR')","('Low', 'EGHAR')","('Open', 'EGHAR')","('Volume', 'EGHAR')"
2025-10-17,,,,,,0.27250000834465027,0.27250000834465027,0.25999999046325684,0.25999999046325684,2800.0
