Date,Open,High,Low,Close,Volume,"('Close', 'EURKR')","('High', 'EURKR')","('Low', 'EURKR')","('Open', 'EURKR')","('Volume', 'EURKR')"
2025-10-07,,,,,,0.23019999265670776,0.23019999265670776,0.23019999265670776,0.23999999463558197,100.0
