Date,Open,High,Low,Close,Volume,"('Close', 'KFIIR')","('High', 'KFIIR')","('Low', 'KFIIR')","('Open', 'KFIIR')","('Volume', 'KFIIR')"
2025-10-16,,,,,,0.1898999959230423,0.1898999959230423,0.1898999959230423,0.18619999289512634,3484.0
