Date,Open,High,Low,Close,Volume,"('Close', 'IBACR')","('High', 'IBACR')","('Low', 'IBACR')","('Open', 'IBACR')","('Volume', 'IBACR')"
2025-10-17,,,,,,0.06610000133514404,0.06620000302791595,0.06610000133514404,0.06620000302791595,1835.0
