Date,Open,High,Low,Close,Volume,"('Close', 'FGMCR')","('High', 'FGMCR')","('Low', 'FGMCR')","('Open', 'FGMCR')","('Volume', 'FGMCR')"
2025-10-17,,,,,,0.49900001287460327,0.515500009059906,0.49900001287460327,0.5099999904632568,149812.0
