Date,Open,High,Low,Close,Volume,"('Close', 'SZZLR')","('High', 'SZZLR')","('Low', 'SZZLR')","('Open', 'SZZLR')","('Volume', 'SZZLR')"
2025-10-17,,,,,,0.23989999294281006,0.2401999980211258,0.2198999971151352,0.2199999988079071,48332.0
