Date,Open,High,Low,Close,Volume,"('Close', 'WTGUR')","('High', 'WTGUR')","('Low', 'WTGUR')","('Open', 'WTGUR')","('Volume', 'WTGUR')"
2025-10-16,,,,,,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,1394.0
