Date,Open,High,Low,Close,Volume,"('Close', 'ESHAR')","('High', 'ESHAR')","('Low', 'ESHAR')","('Open', 'ESHAR')","('Volume', 'ESHAR')"
2025-10-17,,,,,,0.2142000049352646,0.2142000049352646,0.2142000049352646,0.2142000049352646,500.0
